Symbol	h1u0hetero	h1u10hetero	h1u100hetero	h1u500hetero
symb3master_42236	0.51	0.57	0.48	0.70
symb3master_42237	1.41	0.99	1.26	1.88
symb3master_42238	5.27	4.16	4.58	4.94
symb3master_42239	0.40	0.03	0.26	0.37
symb3master_42240	0.64	1.10	0.42	0.74
symb3master_42241	0.13	0.37	0.22	0.29
symb3master_42242	3.78	2.98	1.59	2.70
symb3master_42243	0.62	0.77	1.26	1.16
symb3master_42244	2.33	2.96	3.32	2.61
symb3master_42245	0.36	0.18	0.12	0.62
symb3master_42246	39.67	36.79	36.53	37.00
symb3master_42247	5.99	4.47	5.25	4.15
symb3master_42248	5.64	4.26	3.25	4.02
symb3master_42249	12.61	14.19	13.75	13.48
symb3master_42250	3.66	3.88	2.81	2.37
symb3master_42251	0.17	0.34	0.55	0.24
symb3master_42252	1.79	1.71	2.22	2.33
symb3master_42253	5.11	4.90	3.89	4.51
symb3master_42254	0.23	0.42	0.30	0.35
symb3master_42255	4.45	5.37	4.54	5.18
symb3master_42256	2.91	1.79	1.56	1.87
symb3master_42257	0.73	0.69	0.51	0.41
symb3master_42258	6.61	5.97	6.36	5.77
symb3master_42259	9.45	10.20	11.88	9.13
symb3master_42260	2.44	2.03	2.00	1.08
symb3master_42261	4.48	4.58	5.72	3.96
symb3master_42262	3.83	4.20	4.26	2.35
symb3master_42263	2.80	2.24	1.38	1.58
symb3master_42264	496.81	465.57	528.47	495.89
symb3master_42265	0.88	1.00	0.85	0.96
symb3master_42266	4.88	3.78	4.16	5.27
symb3master_42267	75.43	71.24	53.86	52.47
symb3master_42268	9045.39	8190.72	12556.66	14743.92
symb3master_42269	0.99	1.38	1.27	1.44
symb3master_42270	0.86	1.34	1.32	1.99
symb3master_42271	4.46	4.08	3.15	2.16
symb3master_42272	0.93	0.85	0.71	0.75
symb3master_42273	1.02	1.01	1.35	0.88
symb3master_42274	14.93	14.23	12.89	13.80
symb3master_42275	1.48	1.82	3.18	2.44
symb3master_42276	0.16	0.31	0.21	0.35
symb3master_42277	0.10	0.17	0.32	0.33
symb3master_42278	0.95	0.99	1.88	0.73
symb3master_42279	0.04	0.31	0.53	0.11
symb3master_42280	0.85	1.07	1.08	1.13
symb3master_42281	15.36	16.12	18.72	17.71
symb3master_42282	0.26	0.26	0.21	0.07
symb3master_42283	0.06	0.28	0.13	0.04
symb3master_42284	0.00	0.16	0.37	0.54
symb3master_42285	0.33	0.39	0.12	0.12
symb3master_42286	0.09	0.30	0.25	0.29
symb3master_42287	0.28	0.41	0.55	1.31
symb3master_42288	2.05	2.68	3.19	3.07
symb3master_42289	0.11	0.22	0.20	0.21
symb3master_42290	10.52	9.80	11.12	12.85
symb3master_42291	1.25	1.07	1.85	1.15
symb3master_42292	4.61	3.35	2.78	3.40
symb3master_42293	0.36	0.38	0.31	0.66
symb3master_42294	0.12	0.27	0.16	0.27
symb3master_42295	0.44	0.21	0.06	0.18
symb3master_42296	4.22	3.81	4.93	4.98
symb3master_42297	1.12	1.08	1.37	0.64
symb3master_42298	1.51	1.49	1.00	2.44
symb3master_42299	1.30	1.56	2.21	2.19
symb3master_42300	9.77	8.16	10.59	11.57
symb3master_42301	1.74	2.93	1.82	2.29
symb3master_42302	0.12	0.20	0.19	0.28
symb3master_42303	1.10	1.18	1.93	1.10
symb3master_42304	4.75	4.63	4.72	3.93
symb3master_42305	4.55	3.18	3.14	3.22
symb3master_42306	1.18	1.49	1.11	0.41
symb3master_42307	0.25	0.53	0.78	0.59
symb3master_42308	0.97	0.98	0.78	0.85
symb3master_42309	5.00	5.04	3.40	3.68
symb3master_42310	14.92	12.96	12.37	12.12
symb3master_42311	2.21	1.59	0.85	0.60
symb3master_42312	7.13	11.23	8.09	8.48
symb3master_42313	0.39	0.24	0.06	0.54
symb3master_42314	1.15	1.95	1.72	1.04
symb3master_42315	0.42	0.80	0.85	0.75
symb3master_42316	0.92	0.62	0.67	0.38
symb3master_42317	0.40	0.42	0.55	0.25
symb3master_42318	3.75	4.56	2.52	1.82
symb3master_42319	0.96	0.49	0.72	1.01
symb3master_42320	3.04	2.41	1.37	2.70
symb3master_42321	72.10	68.74	66.17	68.61
symb3master_42322	0.65	0.56	1.01	0.34
symb3master_42323	0.39	0.41	0.46	0.41
symb3master_42324	6.32	5.38	4.10	3.60
symb3master_42325	3.89	2.32	1.79	2.61
symb3master_42326	0.23	0.15	0.10	0.32
symb3master_42327	0.58	1.45	1.33	1.18
symb3master_42328	0.27	0.21	0.70	0.88
symb3master_42329	1.24	1.78	3.59	1.45
symb3master_42330	0.87	1.10	1.19	1.17
symb3master_42331	48.06	46.35	45.32	47.65
symb3master_42332	0.60	0.58	0.32	0.42
symb3master_42333	3.66	3.64	3.08	2.80
symb3master_42334	1.21	1.47	1.68	1.06
symb3master_42335	0.46	0.29	0.39	0.35
symb3master_42336	2.80	3.84	3.33	4.07
symb3master_42337	0.42	0.55	0.40	0.38
symb3master_42338	10.38	8.17	8.77	5.35
symb3master_42339	24.69	23.31	21.71	22.51
symb3master_42340	0.23	0.64	0.34	0.27
symb3master_42342	0.80	1.37	1.05	1.05
symb3master_42343	3.13	2.93	3.69	3.62
symb3master_42344	3.12	3.28	3.38	2.33
symb3master_42345	5.29	5.65	5.38	6.87
symb3master_42346	4.70	3.54	6.72	4.19
symb3master_42347	2.15	2.63	2.51	1.79
symb3master_42348	1.56	1.21	1.00	1.96
symb3master_42349	4.43	4.01	5.98	5.50
symb3master_42350	0.45	0.77	0.54	0.67
symb3master_42351	4.98	4.46	5.05	3.27
symb3master_42352	0.63	0.89	1.06	0.48
symb3master_42353	0.73	1.43	2.79	1.37
symb3master_42354	2.39	0.98	2.52	3.51
symb3master_42355	0.61	0.85	0.66	0.77
symb3master_42356	0.90	1.06	0.74	0.69
symb3master_42357	6.99	5.80	5.43	5.90
symb3master_42358	0.42	0.64	0.99	0.65
symb3master_42359	0.66	0.74	0.79	0.25
symb3master_42360	4.01	3.74	4.43	4.41
symb3master_42361	11.93	10.49	9.12	8.70
symb3master_42362	20.83	20.49	21.37	21.74
symb3master_42363	0.94	0.48	0.76	0.50
symb3master_42364	4.12	4.06	3.07	4.97
symb3master_42365	0.00	0.34	0.30	0.32
symb3master_42366	1.34	2.19	2.45	0.83
symb3master_42367	12.36	15.24	14.27	12.35
symb3master_42368	0.19	0.27	0.12	0.21
symb3master_42369	0.53	0.58	0.48	0.55
symb3master_42370	0.17	0.69	0.79	0.46
symb3master_42371	0.36	0.44	0.59	0.47
symb3master_42372	0.15	0.14	0.29	0.20
symb3master_42373	3.87	3.07	3.72	2.83
symb3master_42374	0.82	0.65	1.01	0.42
symb3master_42375	0.84	0.41	0.89	0.70
symb3master_42376	1.55	1.37	1.16	1.14
symb3master_42377	6.11	5.93	3.51	4.17
symb3master_42378	2.09	2.35	2.50	1.67
symb3master_42379	1.87	1.18	0.63	1.21
symb3master_42380	0.35	0.27	0.29	0.20
symb3master_42381	0.19	0.19	0.13	0.39
symb3master_42382	0.42	0.49	0.70	0.77
symb3master_42383	6.98	5.80	5.14	4.57
symb3master_42384	31.17	31.45	28.76	29.46
symb3master_42385	0.05	0.16	0.43	0.15
symb3master_42386	5.12	4.87	5.35	4.22
symb3master_42387	9.43	9.48	11.45	11.27
symb3master_42388	1.71	1.51	1.38	1.80
symb3master_42389	0.75	0.83	0.62	0.65
symb3master_42390	0.52	0.65	1.12	0.92
symb3master_42391	0.81	0.47	1.03	0.85
symb3master_42392	2.06	1.56	1.77	1.66
symb3master_42393	0.00	0.20	0.27	0.43
symb3master_42394	0.36	0.18	0.57	0.10
symb3master_42395	0.20	0.10	0.66	0.70
symb3master_42396	0.90	1.37	1.72	1.47
symb3master_42397	0.67	1.22	1.36	1.43
symb3master_42398	0.35	0.75	0.54	0.49
symb3master_42399	0.16	0.11	0.00	0.37
symb3master_42400	36.21	36.59	43.83	46.20
symb3master_42401	1.99	2.09	2.39	2.04
symb3master_42402	2.77	3.53	1.89	1.32
symb3master_42403	0.34	0.50	0.45	0.47
symb3master_42404	15.99	13.90	12.13	14.80
symb3master_42405	1.40	1.48	0.85	1.27
symb3master_42406	0.42	0.49	0.60	0.52
symb3master_42407	17.99	19.45	13.08	14.45
symb3master_42408	2.93	2.72	2.07	3.45
symb3master_42409	5.10	3.59	4.15	3.65
symb3master_42410	0.88	0.78	1.38	0.61
symb3master_42411	1.40	0.26	0.35	0.55
symb3master_42412	0.25	0.28	0.70	0.49
symb3master_42413	0.00	0.09	0.00	0.06
symb3master_42414	1.30	1.09	1.21	0.74
symb3master_42415	5.26	5.54	6.94	7.33
symb3master_42416	8.87	7.64	8.00	5.40
symb3master_42417	0.61	0.37	0.34	0.60
symb3master_42418	3.48	3.54	2.81	2.41
symb3master_42419	0.65	0.90	0.43	0.45
symb3master_42420	0.70	0.44	0.46	0.17
symb3master_42421	0.29	0.52	0.89	0.38
symb3master_42422	0.57	0.04	0.36	0.14
symb3master_42423	5.12	4.68	5.99	4.80
symb3master_42424	0.35	0.65	0.62	0.65
symb3master_42425	0.08	0.19	0.10	0.29
symb3master_42426	0.15	0.20	0.20	0.14
symb3master_42427	0.03	0.12	0.16	0.08
symb3master_42428	0.63	1.24	1.30	0.87
symb3master_42429	0.28	0.36	0.65	0.34
symb3master_42430	3.19	2.63	1.80	2.11
symb3master_42431	0.27	0.41	0.26	0.37
symb3master_42432	1.86	1.36	2.59	2.05
symb3master_42433	0.40	0.12	0.32	0.42
symb3master_42434	20.17	21.12	20.75	20.31
symb3master_42435	3.79	4.27	3.83	3.36
symb3master_42436	0.09	0.13	0.29	0.48
symb3master_42437	3.82	2.94	1.35	2.13
symb3master_42438	0.15	0.41	0.90	0.61
symb3master_42439	1.04	0.64	0.60	1.08
symb3master_42440	0.13	0.40	0.27	0.56
symb3master_42441	0.57	0.48	0.54	0.74
symb3master_42442	1.54	2.35	0.78	1.36
symb3master_42443	0.25	0.66	0.63	0.39
symb3master_42444	6.26	6.12	4.57	5.94
symb3master_42445	0.00	0.24	0.00	0.20
symb3master_42446	1.04	0.70	0.59	0.77
symb3master_42447	1.32	1.59	0.77	0.54
symb3master_42448	0.35	0.53	0.72	0.81
symb3master_42449	0.25	0.24	0.41	0.47
symb3master_42450	0.41	0.30	0.13	0.28
symb3master_42451	3.52	3.38	3.74	2.68
symb3master_42452	0.91	0.55	1.13	1.19
symb3master_42453	1.77	1.60	2.33	1.96
symb3master_42454	18.11	18.41	14.51	21.54
symb3master_42455	0.42	0.58	0.72	0.35
symb3master_42456	0.20	0.10	0.40	0.49
symb3master_42457	7.87	9.35	6.70	8.45
symb3master_42458	8.30	7.34	9.40	9.42
symb3master_42459	1.19	0.74	1.08	0.87
symb3master_42460	46.72	44.98	46.99	49.47
symb3master_42461	1.12	0.90	1.08	0.78
symb3master_42462	0.20	0.10	0.13	0.07
symb3master_42463	0.34	0.74	0.54	0.57
symb3master_42464	6.07	5.18	6.41	7.00
symb3master_42465	0.17	0.16	0.33	0.46
symb3master_42466	0.33	0.59	0.71	0.28
symb3master_42467	2.47	1.82	1.08	1.14
symb3master_42468	6.46	8.08	6.07	4.85
symb3master_42469	5.11	4.10	2.85	2.58
symb3master_42470	0.18	0.54	0.72	0.82
symb3master_42471	1.08	1.35	0.97	0.95
symb3master_42472	9.26	10.64	12.34	10.13
symb3master_42473	0.34	0.48	0.69	0.14
symb3master_42474	0.66	0.91	0.60	0.45
symb3master_42475	0.53	0.37	0.78	0.69
symb3master_42476	0.23	0.14	0.18	0.25
symb3master_42477	1.04	1.32	1.93	1.65
symb3master_42478	0.49	0.53	0.33	0.61
symb3master_42479	9.08	8.32	7.37	5.56
symb3master_42480	18.11	16.35	16.45	15.81
symb3master_42481	13.75	11.17	13.43	11.21
symb3master_42482	0.22	0.56	0.00	0.06
symb3master_42483	4.39	5.21	4.15	3.50
symb3master_42484	0.45	0.14	0.07	0.19
symb3master_42485	1.41	1.44	1.51	1.59
symb3master_42486	4.06	2.76	2.78	1.80
symb3master_42487	0.58	0.71	0.96	0.88
symb3master_42488	0.67	0.85	0.70	1.34
symb3master_42489	1.82	1.79	1.20	1.01
symb3master_42490	0.08	0.30	0.35	0.16
symb3master_42491	4.85	6.43	4.87	6.41
symb3master_42492	0.46	0.51	0.49	0.38
symb3master_42493	0.54	0.30	0.28	0.38
symb3master_42494	3.24	3.99	3.36	3.75
symb3master_42495	0.13	0.07	0.44	0.97
symb3master_42496	0.26	0.13	0.00	0.12
symb3master_42497	0.46	0.10	0.47	0.10
symb3master_42498	1.45	1.37	0.85	0.55
symb3master_42499	0.26	0.45	0.61	0.27
symb3master_42500	0.41	0.36	0.48	0.44
symb3master_42501	0.44	0.39	0.18	0.25
symb3master_42502	2.03	1.26	1.97	1.25
symb3master_42503	0.16	0.10	0.28	0.22
symb3master_42504	29.52	32.67	32.92	31.27
symb3master_42505	13.57	12.31	10.24	9.29
symb3master_42506	32.37	30.49	39.85	39.91
symb3master_42507	53.25	51.51	64.45	66.33
symb3master_42508	15.20	15.93	12.99	14.31
symb3master_42510	274.35	282.23	272.76	269.44
symb3master_42511	20.02	19.20	15.80	15.60
symb3master_42512	25.70	25.58	20.93	20.32
symb3master_42513	41.91	43.04	40.17	39.57
symb3master_42514	8.46	8.91	8.17	9.18
symb3master_42515	5.50	4.83	4.77	4.44
symb3master_42516	11.85	14.07	13.70	12.98
symb3master_42517	35.93	37.80	37.93	39.08
symb3master_42518	8.45	8.36	7.54	8.47
symb3master_42519	13.56	13.31	14.87	15.32
symb3master_42520	0.21	0.42	0.33	0.44
symb3master_42521	16.43	18.41	19.61	21.88
symb3master_42522	26.91	27.26	24.16	22.83
symb3master_42523	5.85	5.17	7.61	7.81
symb3master_42524	28.64	30.27	26.82	27.37
symb3master_42525	6.61	5.78	4.23	4.71
symb3master_42526	39.75	39.46	38.10	38.17
symb3master_42527	14.63	13.07	15.49	14.75
symb3master_42528	2.27	2.92	2.65	2.78
symb3master_42529	14.85	15.71	12.88	15.07
symb3master_42530	37.00	35.37	33.28	31.95
symb3master_42531	3.33	3.95	3.66	3.50
symb3master_42532	13.83	12.67	12.37	11.55
symb3master_42533	1.35	2.01	1.33	1.14
symb3master_42534	1.81	1.72	1.85	1.91
symb3master_42535	1.64	1.43	1.68	1.01
symb3master_42536	74.35	64.73	89.48	87.69
symb3master_42537	8.93	7.35	8.54	8.79
symb3master_42538	7.46	7.30	7.93	6.74
symb3master_42539	11.20	10.96	11.10	12.39
symb3master_42540	6.80	5.66	4.30	5.17
symb3master_42541	25.99	23.62	24.50	22.53
symb3master_42542	1.30	0.83	1.44	1.02
symb3master_42543	25.35	22.32	17.42	17.74
symb3master_42544	0.00	0.00	0.00	0.00
symb3master_42545	1.27	0.77	0.66	0.85
symb3master_42546	9.27	8.70	3.33	4.40
symb3master_42547	38.74	35.76	38.27	36.57
symb3master_42548	34.64	37.57	37.40	36.37
symb3master_42549	6.33	5.83	4.34	4.90
symb3master_42550	10.81	11.95	13.30	11.94
symb3master_42551	8.04	9.75	9.19	9.05
symb3master_42552	11.29	10.21	9.61	10.90
symb3master_42553	0.65	0.90	0.95	0.58
symb3master_42554	5.09	4.36	5.17	6.10
symb3master_42555	7.07	6.78	6.38	4.31
symb3master_42556	3.23	2.81	2.45	2.35
symb3master_42557	5.92	5.36	5.38	6.42
symb3master_42558	4.83	4.24	6.64	4.95
symb3master_42559	0.96	1.33	0.97	1.20
symb3master_42560	3.93	4.77	3.13	3.29
symb3master_42561	9.97	10.09	9.02	6.97
symb3master_42562	3.97	3.16	4.62	4.97
symb3master_42563	2.07	2.70	3.03	3.12
symb3master_42564	136.20	132.94	128.11	116.28
symb3master_42565	8.59	7.64	10.79	10.12
symb3master_42566	1.77	3.28	3.20	2.87
symb3master_42567	16.34	15.27	14.58	14.63
symb3master_42568	4.85	5.34	3.27	3.50
symb3master_42569	12.27	11.66	10.62	12.09
symb3master_42570	40.26	39.71	46.88	43.13
symb3master_42571	1.81	1.08	1.59	1.52
symb3master_42572	0.10	0.15	0.27	0.14
symb3master_42573	29.68	26.45	22.72	23.91
symb3master_42574	48.06	48.85	54.81	56.96
symb3master_42575	15.63	15.97	15.91	16.27
symb3master_42576	0.94	0.89	0.50	0.58
symb3master_42577	0.36	0.00	0.36	0.13
symb3master_42578	8.98	9.02	5.64	5.27
symb3master_42579	1.05	1.46	1.10	0.73
symb3master_42580	7.64	7.75	6.71	6.23
symb3master_42581	8.44	7.19	9.01	8.85
symb3master_42582	4.46	4.77	4.07	4.45
symb3master_42583	2.33	1.67	1.26	2.20
symb3master_42584	35.71	36.17	23.68	27.12
symb3master_42585	3.31	2.99	3.46	3.19
symb3master_42586	0.23	0.19	0.34	0.36
symb3master_42587	9.02	9.54	9.20	8.76
symb3master_42588	2.33	1.93	1.96	1.32
symb3master_42589	1.86	1.57	1.77	2.16
symb3master_42590	16.81	15.35	21.21	23.97
symb3master_42591	0.59	0.36	0.97	0.61
symb3master_42592	7.10	6.20	5.38	4.88
symb3master_42593	4.82	4.74	3.72	3.72
symb3master_42594	0.05	0.27	0.00	0.38
symb3master_42595	4.60	5.83	5.06	4.25
symb3master_42596	0.34	0.21	0.00	0.29
symb3master_42597	0.28	0.55	0.37	1.03
symb3master_42598	3.10	4.05	5.77	4.36
symb3master_42599	1.38	1.07	0.78	0.85
symb3master_42600	52.42	51.11	60.73	61.92
symb3master_42601	8.79	7.39	7.96	9.69
symb3master_42602	19.28	18.79	17.92	16.82
symb3master_42603	1.89	2.54	2.52	2.23
symb3master_42604	1.73	1.78	1.81	1.35
symb3master_42606	1.25	1.85	1.28	1.30
symb3master_42607	8.68	7.62	6.71	6.22
symb3master_42608	8.05	7.56	6.85	7.80
symb3master_42609	8.32	8.42	10.55	9.37
symb3master_42610	2.98	2.01	3.31	3.52
symb3master_42611	3.68	4.37	4.09	4.10
symb3master_42612	1.26	1.15	1.22	1.42
symb3master_42613	1.91	2.74	1.64	2.00
symb3master_42614	5.25	5.15	5.70	5.82
symb3master_42615	0.24	0.24	0.37	0.44
symb3master_42616	4.40	5.56	5.92	4.18
symb3master_42617	4.64	4.61	3.85	3.66
symb3master_42618	2.21	2.87	3.52	2.83
symb3master_42619	7.09	6.81	6.87	7.02
symb3master_42620	2.10	3.35	3.81	4.72
symb3master_42621	3.84	3.40	2.35	3.09
symb3master_42622	1.98	2.38	2.03	1.88
symb3master_42623	7.29	6.42	6.22	4.33
symb3master_42624	2.28	2.25	1.74	1.70
symb3master_42625	215.13	201.39	222.50	225.00
symb3master_42626	4.06	5.13	5.12	3.73
symb3master_42627	19.36	16.59	13.47	15.32
symb3master_42628	5.23	5.71	7.66	6.70
symb3master_42629	7.27	7.29	9.89	6.21
symb3master_42630	2.27	2.51	1.87	2.50
symb3master_42631	0.99	0.53	1.41	1.85
symb3master_42632	2.04	2.72	2.50	3.22
symb3master_42633	18.22	14.94	15.58	13.07
symb3master_42634	6.49	5.55	7.09	6.26
symb3master_42635	0.64	0.59	0.61	0.64
symb3master_42636	0.15	0.24	0.20	0.25
symb3master_42637	4.01	5.11	2.58	3.83
symb3master_42638	1.62	1.55	1.42	1.24
symb3master_42639	14.91	12.58	14.60	13.20
symb3master_42640	5.96	5.87	5.01	4.27
symb3master_42641	1.04	0.85	0.92	0.65
symb3master_42642	5.88	4.07	5.09	3.25
symb3master_42643	0.78	0.41	0.79	0.33
symb3master_42644	0.41	0.66	0.27	0.57
symb3master_42645	11.82	12.97	11.29	12.09
symb3master_42646	2.38	2.00	1.78	1.87
symb3master_42647	0.89	0.91	1.69	1.14
symb3master_42648	11.17	11.22	8.89	7.73
symb3master_42649	11.07	11.36	7.79	8.99
symb3master_42650	10.78	8.97	9.01	7.20
symb3master_42651	0.34	0.17	0.33	0.23
symb3master_42652	2.23	2.35	1.64	1.01
symb3master_42653	3.25	2.31	2.14	1.12
symb3master_42654	0.81	0.75	0.50	0.07
symb3master_42655	0.60	0.99	0.62	0.56
symb3master_42656	0.42	0.71	1.11	1.43
symb3master_42657	0.92	0.99	0.81	0.85
symb3master_42658	0.43	0.43	1.03	0.30
symb3master_42659	0.59	1.06	0.77	0.27
symb3master_42660	0.44	0.61	0.58	1.47
symb3master_42661	0.28	0.46	0.55	0.51
symb3master_42662	1.91	1.63	2.28	1.92
symb3master_42663	1.42	2.15	2.00	2.14
symb3master_42664	0.19	0.23	0.00	0.59
symb3master_42665	2.58	3.15	3.00	2.07
symb3master_42666	9.04	9.76	8.49	9.66
symb3master_42667	0.41	0.41	0.49	0.26
symb3master_42668	0.38	0.55	0.18	0.29
symb3master_42669	3.17	3.12	2.76	2.11
symb3master_42670	7.08	8.76	4.92	6.42
symb3master_42671	4.13	3.55	3.87	2.97
symb3master_42672	0.59	0.52	0.67	0.51
symb3master_42673	4.98	5.24	4.21	4.48
symb3master_42674	1.30	1.38	1.32	1.53
symb3master_42675	6.17	6.76	6.65	7.01
symb3master_42676	3.95	3.61	2.73	3.69
symb3master_42677	2.54	2.70	2.31	1.90
symb3master_42678	0.28	0.36	0.43	0.06
symb3master_42679	4.87	3.29	3.36	2.12
symb3master_42680	0.36	0.61	0.38	0.50
symb3master_42681	0.05	0.42	0.53	0.45
symb3master_42682	1.27	1.31	0.61	0.82
symb3master_42683	14.64	15.07	10.87	10.46
symb3master_42684	1.06	1.36	1.31	1.21
symb3master_42685	0.31	0.81	1.77	1.36
symb3master_42686	0.74	1.36	0.70	0.95
symb3master_42687	0.99	1.38	1.58	1.94
symb3master_42688	3.00	3.31	2.94	1.76
symb3master_42689	0.61	0.72	0.27	0.34
symb3master_42690	19.26	20.58	26.92	22.92
symb3master_42691	1.72	2.61	2.70	2.52
symb3master_42692	2.48	2.52	3.04	2.24
symb3master_42693	0.05	0.37	0.22	0.85
symb3master_42694	1.05	0.91	0.91	0.89
symb3master_42695	6.50	8.29	5.56	6.93
symb3master_42696	0.26	0.31	0.24	0.29
symb3master_42697	0.19	0.31	0.00	0.35
symb3master_42698	0.09	0.17	0.17	0.39
symb3master_42699	0.61	0.40	0.18	0.28
symb3master_42700	1.19	1.49	0.71	1.50
symb3master_42701	9.33	9.11	8.96	9.07
symb3master_42702	0.17	0.49	0.33	0.17
symb3master_42703	0.21	0.47	0.64	0.15
symb3master_42704	7.79	6.94	7.73	6.81
symb3master_42705	0.19	0.37	0.25	0.34
symb3master_42706	1.43	1.90	1.32	2.50
symb3master_42707	0.33	0.39	0.46	0.49
symb3master_42708	0.35	0.38	0.36	0.36
symb3master_42709	0.73	0.59	0.42	0.83
symb3master_42710	0.32	0.24	0.74	0.22
symb3master_42711	2.29	2.83	1.95	1.84
symb3master_42712	4.38	3.23	3.08	2.15
symb3master_42713	4.73	4.82	3.19	4.14
symb3master_42714	22.14	20.20	16.88	16.04
symb3master_42715	7.34	6.87	7.81	6.96
symb3master_42716	1.95	1.85	2.01	1.03
symb3master_42717	0.13	0.13	0.09	0.23
symb3master_42718	1.89	1.69	2.09	1.96
symb3master_42719	0.52	0.69	0.85	0.47
symb3master_42720	2.33	2.04	2.48	2.18
symb3master_42721	2.58	2.33	3.95	3.10
symb3master_42722	0.47	0.54	0.57	0.60
symb3master_42723	0.93	1.12	0.56	0.39
symb3master_42724	4.85	3.94	4.58	3.08
symb3master_42725	0.31	0.30	0.20	0.35
symb3master_42726	9.60	10.37	7.81	6.97
symb3master_42727	3.61	4.28	2.03	3.08
symb3master_42728	0.79	0.96	0.60	0.73
symb3master_42729	0.16	0.41	0.19	0.37
symb3master_42730	0.07	0.33	0.53	0.33
symb3master_42731	7.67	9.80	10.69	11.70
symb3master_42732	1.84	2.09	1.60	2.34
symb3master_42733	0.36	0.53	1.43	0.75
symb3master_42734	10.15	7.40	4.79	4.24
symb3master_42735	8.47	9.15	7.16	6.75
symb3master_42736	0.19	0.19	0.00	0.13
symb3master_42737	0.16	0.00	0.00	0.00
symb3master_42738	0.30	0.59	0.46	0.69
symb3master_42739	0.75	0.80	0.83	0.69
symb3master_42740	0.11	0.58	0.06	0.24
symb3master_42741	0.42	0.28	0.09	0.68
symb3master_42742	0.09	0.26	0.12	0.06
symb3master_42743	0.52	0.18	0.72	0.30
symb3master_42744	0.48	0.20	0.42	0.33
symb3master_42745	0.07	0.10	0.28	0.29
symb3master_42746	0.82	1.03	1.21	0.88
symb3master_42747	10.78	11.62	9.93	7.65
symb3master_42748	0.14	0.53	0.05	0.20
symb3master_42749	0.23	1.18	0.72	0.59
symb3master_42750	12.58	10.70	11.36	12.22
symb3master_42751	0.38	0.57	0.34	0.44
symb3master_42752	0.28	1.37	1.10	1.37
symb3master_42753	1.64	1.46	0.71	0.53
symb3master_42754	0.91	1.07	0.64	0.84
symb3master_42755	0.93	0.87	1.12	0.34
symb3master_42756	0.75	1.14	1.86	1.26
symb3master_42758	112.74	109.92	107.82	106.41
symb3master_42759	2.27	1.20	1.90	1.09
symb3master_42760	0.37	0.18	0.30	0.38
symb3master_42761	2.22	1.84	1.95	2.77
symb3master_42762	3.98	3.77	5.25	4.49
symb3master_42763	0.59	0.49	0.44	0.46
symb3master_42764	0.27	0.39	0.53	0.74
symb3master_42765	0.11	0.25	0.55	0.23
symb3master_42766	0.32	0.29	0.08	0.16
symb3master_42767	1.04	0.71	0.98	0.27
symb3master_42768	0.55	0.24	0.32	0.51
symb3master_42769	0.34	0.25	0.15	0.28
symb3master_42770	0.51	0.65	0.36	0.25
symb3master_42771	0.16	0.24	0.27	0.11
symb3master_42772	2.74	2.59	3.00	2.79
symb3master_42773	0.18	0.47	0.67	0.37
symb3master_42774	0.98	0.64	0.86	0.30
symb3master_42775	11.51	11.65	12.48	10.86
symb3master_42776	0.21	0.17	0.11	0.35
symb3master_42777	0.00	0.35	0.12	0.12
symb3master_42778	5.62	5.31	4.02	6.15
symb3master_42779	2.68	1.75	2.81	2.25
symb3master_42780	1.05	1.27	0.90	0.62
symb3master_42781	0.24	0.64	0.38	0.13
symb3master_42782	0.18	0.54	0.06	0.13
symb3master_42783	4.57	4.28	4.05	3.06
symb3master_42784	3.18	3.38	2.78	2.14
symb3master_42785	1.58	1.55	1.64	1.72
symb3master_42786	4.00	4.19	3.15	2.01
symb3master_42787	0.72	0.26	0.25	0.21
symb3master_42788	0.51	0.35	0.20	0.28
symb3master_42789	0.06	0.17	0.27	0.24
symb3master_42790	1.68	1.00	0.70	0.86
symb3master_42791	0.00	0.19	0.20	0.42
symb3master_42792	51.86	48.72	50.30	44.58
symb3master_42793	0.23	0.53	0.34	0.36
symb3master_42794	0.15	0.14	0.22	0.37
symb3master_42795	0.54	0.23	0.56	0.48
symb3master_42796	4.95	3.73	8.15	8.55
symb3master_42797	0.23	0.48	0.49	0.25
symb3master_42798	1.20	2.15	2.12	1.98
symb3master_42799	0.00	0.23	0.06	0.20
symb3master_42800	0.63	0.91	0.39	0.70
symb3master_42801	0.00	0.52	0.00	0.00
symb3master_42802	0.10	0.27	0.13	0.33
symb3master_42803	0.08	0.37	0.22	0.06
symb3master_42804	0.78	0.42	0.67	0.49
symb3master_42805	1.33	0.84	0.70	0.59
symb3master_42806	2.65	2.57	2.54	1.89
symb3master_42807	4.26	4.98	3.90	3.61
symb3master_42808	0.14	0.14	0.19	0.30
symb3master_42809	1.77	2.12	1.87	1.29
symb3master_42810	3.79	3.77	3.21	1.81
symb3master_42811	0.59	0.34	0.17	0.42
symb3master_42812	0.24	0.42	0.24	0.25
symb3master_42813	1.05	1.37	0.46	0.48
symb3master_42814	0.06	0.23	0.10	0.22
symb3master_42815	0.78	0.36	0.70	0.74
symb3master_42816	0.19	0.32	0.43	0.39
symb3master_42817	19.08	21.50	14.47	13.99
symb3master_42818	0.08	0.23	0.40	0.32
symb3master_42819	0.17	0.41	0.32	0.34
symb3master_42820	1.74	2.09	1.92	2.01
