Symbol	h24u0hetero	h24u10hetero	h24u100hetero	h24u500hetero
symb3master_46586	40.39	36.69	37.17	37.38
symb3master_46587	73.02	68.24	71.25	71.51
symb3master_46588	22.67	27.91	26.98	26.74
symb3master_46589	23.09	30.19	16.83	16.04
symb3master_46590	19.36	24.49	26.83	25.66
symb3master_46591	35.86	33.38	32.90	36.75
symb3master_46592	94.94	79.26	82.69	101.65
symb3master_46593	17.17	23.15	18.37	19.63
symb3master_46594	21.42	26.66	27.08	24.87
symb3master_46595	33.46	30.37	27.53	32.86
symb3master_46596	13.28	10.84	11.03	12.42
symb3master_46597	36.87	28.61	27.73	32.93
symb3master_46598	34.38	28.60	28.60	30.11
symb3master_46599	53.72	49.03	52.85	52.58
symb3master_46600	10.89	16.95	17.33	15.78
symb3master_46601	78.04	76.34	80.06	76.52
symb3master_46602	14.50	10.63	11.52	11.25
symb3master_46603	152.05	133.19	139.90	148.71
symb3master_46604	12.21	11.22	12.83	12.96
symb3master_46605	30.15	37.32	31.21	26.90
symb3master_46606	1.68	0.96	1.20	0.78
symb3master_46607	20.37	24.00	24.19	22.44
symb3master_46608	9.74	11.19	15.21	12.65
symb3master_46609	18.09	18.71	19.45	18.42
symb3master_46610	22.69	22.13	21.56	24.25
symb3master_46611	10.75	9.48	10.58	10.56
symb3master_46612	5.85	4.76	4.96	6.24
symb3master_46613	13.93	12.51	15.43	13.69
symb3master_46614	32.29	27.32	29.19	29.41
symb3master_46615	52.30	60.93	59.75	56.15
symb3master_46616	27.40	29.83	32.85	30.96
symb3master_46617	33.74	44.03	41.43	32.27
symb3master_46618	26.61	29.05	32.60	26.31
symb3master_46619	15.45	17.03	14.07	12.88
symb3master_46620	33.22	35.95	35.00	34.06
symb3master_46621	28.11	32.93	32.44	30.36
symb3master_46622	41.67	51.30	45.48	34.03
symb3master_46623	81.84	82.27	79.03	79.12
symb3master_46624	19.67	17.36	18.39	18.63
symb3master_46625	47.58	55.27	53.05	51.37
symb3master_46626	18.47	18.86	18.04	17.75
symb3master_46627	73.20	84.08	85.09	71.92
symb3master_46628	10.01	9.32	9.58	12.02
symb3master_46629	10.79	6.32	6.47	8.43
symb3master_46630	14.07	14.94	15.33	14.92
symb3master_46631	36.07	44.30	39.40	41.45
symb3master_46632	3.88	3.50	3.22	3.63
symb3master_46633	35.15	47.10	44.75	45.91
symb3master_46634	24.47	23.89	20.53	20.09
symb3master_46635	18.60	15.04	17.51	17.60
symb3master_46636	25.60	20.34	20.31	24.54
symb3master_46637	21.53	16.68	21.23	24.81
symb3master_46638	20.39	26.49	26.91	24.81
symb3master_46639	2.42	1.29	2.15	3.00
symb3master_46640	14.49	17.94	20.23	17.67
symb3master_46641	11.58	13.36	13.77	12.09
symb3master_46642	16.31	20.38	18.21	18.38
symb3master_46643	8.47	7.39	8.15	9.43
symb3master_46644	12.52	9.97	9.28	10.47
symb3master_46645	43.63	47.32	52.00	43.52
symb3master_46646	44.55	51.09	48.01	48.42
symb3master_46647	46.40	52.29	57.30	59.21
symb3master_46648	31.19	32.37	30.05	30.52
symb3master_46649	23.44	24.00	25.08	26.17
symb3master_46650	72.79	62.56	61.15	55.97
symb3master_46651	9.43	7.58	7.46	7.67
symb3master_46652	43.60	38.11	40.27	39.95
symb3master_46653	107.50	114.53	107.17	98.23
symb3master_46654	11.43	7.00	8.36	10.21
symb3master_46655	20.71	25.90	24.85	24.47
symb3master_46656	21.46	15.70	17.59	19.97
symb3master_46657	9.26	9.64	9.61	10.50
symb3master_46658	17.53	21.89	21.18	17.77
symb3master_46659	69.03	67.43	70.15	64.25
symb3master_46660	2.14	3.27	4.11	3.72
symb3master_46661	21.03	17.27	16.19	17.78
symb3master_46662	22.62	23.47	19.13	16.55
symb3master_46663	5.56	3.60	3.31	3.65
symb3master_46664	7.69	5.90	6.56	6.89
symb3master_46665	60.13	53.96	55.76	58.86
symb3master_46666	38.66	38.41	36.59	39.80
symb3master_46667	32.84	38.89	37.35	33.44
symb3master_46668	75.83	90.06	79.22	50.93
symb3master_46669	33.69	34.11	34.00	34.90
symb3master_46670	24.80	20.24	21.05	21.10
symb3master_46671	27.06	18.26	21.75	21.51
symb3master_46672	39.08	30.14	32.20	37.83
symb3master_46673	11.06	8.28	7.18	9.00
symb3master_46674	23.26	20.93	23.02	18.61
symb3master_46675	25.03	30.11	29.23	28.85
symb3master_46676	620.51	428.17	450.58	509.72
symb3master_46677	63.80	73.91	76.40	72.94
symb3master_46678	38.00	34.91	38.24	39.00
symb3master_46679	23.38	24.36	24.16	22.78
symb3master_46680	6.04	5.94	5.47	5.92
symb3master_46681	14.65	18.77	16.55	15.18
symb3master_46682	25.77	14.92	20.42	22.01
symb3master_46683	21.00	19.78	20.76	23.07
symb3master_46684	7.36	7.37	6.91	7.31
symb3master_46685	67.29	75.30	74.56	73.75
symb3master_46686	41.67	39.86	41.69	46.72
symb3master_46687	3.71	2.19	2.72	3.58
symb3master_46688	51.45	47.59	48.93	49.09
symb3master_46689	12.40	11.04	10.13	10.36
symb3master_46690	16.59	17.31	17.23	16.53
symb3master_46691	21.49	22.60	21.86	23.74
symb3master_46692	16.02	20.00	20.48	18.42
symb3master_46693	170.66	147.46	141.46	143.34
symb3master_46694	78.60	80.22	81.87	84.51
symb3master_46695	35.46	34.82	33.45	32.76
symb3master_46696	2.30	2.84	2.15	2.71
symb3master_46697	9.01	10.18	10.16	11.85
symb3master_46698	18.46	21.05	22.69	17.92
symb3master_46699	16.01	14.80	16.53	16.70
symb3master_46700	34.62	28.25	31.27	33.78
symb3master_46701	34.55	39.91	39.85	32.45
symb3master_46702	22.59	22.80	21.51	24.04
symb3master_46703	13.86	12.77	12.84	12.07
symb3master_46704	40.79	38.26	37.32	34.70
symb3master_46705	112.41	109.11	114.86	113.14
symb3master_46706	17.59	16.66	15.59	17.10
symb3master_46707	14.81	16.15	16.34	15.64
symb3master_46708	23.88	27.14	26.65	26.76
symb3master_46709	30.14	30.83	31.60	29.55
symb3master_46710	22.56	28.50	27.89	25.73
symb3master_46711	10.18	11.78	12.29	11.02
symb3master_46712	85.73	75.17	80.07	84.36
symb3master_46713	94.05	94.49	101.38	91.59
symb3master_46714	29.30	28.36	27.42	33.40
symb3master_46715	28.29	27.46	28.38	30.13
symb3master_46716	132.22	125.47	128.73	129.10
symb3master_46717	32.39	36.65	38.73	37.68
symb3master_46718	14.38	18.31	20.48	18.63
symb3master_46719	29.40	25.01	24.37	26.06
symb3master_46720	43.12	53.30	56.92	48.59
symb3master_46721	29.98	22.80	26.44	27.08
symb3master_46722	11.67	27.04	28.28	22.91
symb3master_46723	51.82	43.46	54.36	52.20
symb3master_46724	15.26	15.94	16.69	16.19
symb3master_46725	14.56	20.01	17.87	13.38
symb3master_46726	12.47	9.55	11.11	11.92
symb3master_46727	54.08	46.88	47.45	51.02
symb3master_46728	13.88	14.31	13.30	11.43
symb3master_46729	22.13	21.89	22.82	23.33
symb3master_46730	22.46	20.32	16.92	13.64
symb3master_46731	30.81	29.07	26.06	31.64
symb3master_46732	35.60	37.24	35.29	37.59
symb3master_46733	10.46	14.29	11.12	10.87
symb3master_46734	57.49	53.40	55.87	54.46
symb3master_46735	18.55	24.48	22.06	22.99
symb3master_46736	11.97	6.71	6.82	7.98
symb3master_46737	7.42	15.97	11.22	10.20
symb3master_46738	21.61	24.53	24.16	24.85
symb3master_46739	49.54	50.85	55.30	50.24
symb3master_46740	38.55	43.29	41.68	41.89
symb3master_46741	36.61	32.55	33.46	35.14
symb3master_46742	2.49	2.52	2.77	3.51
symb3master_46743	23.99	32.91	31.10	24.52
symb3master_46744	16.41	21.21	21.87	23.35
symb3master_46745	11.61	9.95	10.71	12.14
symb3master_46746	29.32	25.16	23.10	25.06
symb3master_46747	36.89	47.48	50.35	38.34
symb3master_46748	21.80	40.83	44.37	38.24
symb3master_46749	13.99	10.56	9.54	11.32
symb3master_46750	17.70	11.22	12.58	14.54
symb3master_46751	16.41	11.78	10.69	12.52
symb3master_46752	33.01	20.72	19.82	29.22
symb3master_46753	15.30	13.80	12.66	13.47
symb3master_46754	5.68	5.37	6.14	5.73
symb3master_46755	19.20	26.11	22.44	19.54
symb3master_46756	191.54	176.18	175.68	173.84
symb3master_46757	14.21	10.78	9.60	12.66
symb3master_46758	26.30	33.30	34.45	30.12
symb3master_46759	78.92	77.31	79.42	71.49
symb3master_46760	10.71	11.23	12.50	11.13
symb3master_46761	33.16	36.90	34.29	35.65
symb3master_46762	3.49	1.27	1.79	3.02
symb3master_46763	12.87	11.80	12.85	13.60
symb3master_46764	31.25	27.09	27.54	28.30
symb3master_46765	1.38	2.01	1.29	0.90
symb3master_46766	13.41	12.13	12.00	12.83
symb3master_46767	28.75	25.55	31.70	30.43
symb3master_46768	4.60	3.73	3.12	3.85
symb3master_46769	12.00	12.36	11.24	11.46
symb3master_46770	9.66	9.94	10.37	9.77
symb3master_46771	13.99	13.55	12.06	13.22
symb3master_46772	2.40	3.48	2.75	3.29
symb3master_46773	20.82	24.30	23.22	22.96
symb3master_46774	6.29	6.17	6.55	7.92
symb3master_46775	4.98	3.78	3.28	4.54
symb3master_46776	11.45	15.63	13.95	12.44
symb3master_46777	3.59	5.48	4.37	3.76
symb3master_46778	22.70	18.43	19.68	22.60
symb3master_46779	12.04	12.65	12.82	13.40
symb3master_46780	25.91	30.91	29.20	31.82
symb3master_46781	11.57	9.69	9.94	10.28
symb3master_46782	25.00	31.23	33.37	30.37
symb3master_46783	10.79	9.31	9.32	8.02
symb3master_46784	1.48	1.52	1.62	2.35
symb3master_46785	51.41	43.62	44.80	49.02
symb3master_46786	12.97	9.43	8.93	9.57
symb3master_46787	26.41	28.70	29.73	27.74
symb3master_46788	44.67	35.83	39.59	44.38
symb3master_46789	19.33	22.34	20.80	22.16
symb3master_46790	9.98	11.68	10.82	12.55
symb3master_46791	40.78	31.62	35.09	40.59
symb3master_46792	115.51	123.31	104.90	76.42
symb3master_46793	15.12	12.10	13.58	14.84
symb3master_46794	32.52	34.45	32.64	32.77
symb3master_46795	34.13	33.13	33.44	33.63
symb3master_46796	17.93	19.64	19.75	18.49
symb3master_46797	54.29	51.74	47.83	44.28
symb3master_46798	24.77	24.71	26.58	28.45
symb3master_46799	33.34	38.96	34.33	33.66
symb3master_46800	40.12	33.19	34.74	35.42
symb3master_46801	19.99	26.83	26.05	23.97
symb3master_46802	2.40	3.85	2.71	2.18
symb3master_46803	55.69	57.85	62.36	52.09
symb3master_46804	14.10	22.08	20.76	21.73
symb3master_46805	31.01	37.17	31.90	33.14
symb3master_46806	6.17	9.32	9.60	8.67
symb3master_46807	25.72	30.37	29.51	28.52
symb3master_46808	46.50	36.99	36.08	39.67
symb3master_46809	11.62	12.67	15.20	14.80
symb3master_46810	13.54	14.86	14.37	13.56
symb3master_46811	0.73	1.49	1.28	1.17
symb3master_46812	46.39	36.76	42.21	41.77
symb3master_46813	39.14	49.05	47.24	44.08
symb3master_46814	39.43	32.89	29.58	35.88
symb3master_46815	48.80	38.13	44.13	43.28
symb3master_46816	17.38	18.50	17.23	17.19
symb3master_46817	9.57	6.85	8.51	9.26
symb3master_46818	13.33	11.90	10.83	10.21
symb3master_46819	2.84	2.00	2.84	2.24
symb3master_46820	25.37	27.60	30.76	29.26
symb3master_46821	22.46	19.07	18.57	19.83
symb3master_46822	43.40	50.39	51.86	45.17
symb3master_46823	16.58	16.15	22.18	19.80
symb3master_46824	21.30	20.17	19.06	17.94
symb3master_46825	19.96	17.64	18.16	21.00
symb3master_46826	23.10	22.12	20.38	20.23
symb3master_46827	10.72	9.23	9.28	10.03
symb3master_46828	44.96	41.61	43.17	44.21
symb3master_46829	17.57	16.30	19.29	18.37
symb3master_46830	9.86	14.14	13.75	11.64
symb3master_46831	2.90	1.99	2.86	2.55
symb3master_46832	3.85	5.12	5.64	5.35
symb3master_46833	26.46	24.81	23.94	19.49
symb3master_46834	16.16	15.85	18.97	18.05
symb3master_46835	22.18	19.36	21.87	23.01
symb3master_46836	15.42	16.06	16.90	16.08
symb3master_46837	14.24	15.90	16.83	14.88
symb3master_46838	5.92	9.64	10.58	10.25
symb3master_46839	8.88	9.49	9.57	10.18
symb3master_46840	18.11	21.71	20.87	19.55
symb3master_46841	4.26	4.31	4.32	4.20
symb3master_46842	4.46	3.57	3.52	3.85
symb3master_46843	17.08	16.26	24.36	22.24
symb3master_46844	14.31	18.58	16.56	13.06
symb3master_46845	20.28	18.17	20.36	19.73
symb3master_46846	17.38	16.11	16.13	16.92
symb3master_46847	10.62	12.17	12.25	11.46
symb3master_46848	8.94	13.25	12.76	11.51
symb3master_46849	43.63	30.07	33.86	39.87
symb3master_46850	13.55	11.28	12.63	12.34
symb3master_46851	8.01	5.12	5.39	6.38
symb3master_46852	35.03	39.94	39.22	38.89
symb3master_46853	11.37	14.54	14.30	14.08
symb3master_46854	13.53	15.09	19.21	20.07
symb3master_46855	26.57	36.13	33.65	33.29
symb3master_46856	12.32	14.06	14.73	14.22
symb3master_46857	36.37	32.67	34.51	34.16
symb3master_46858	7.78	5.37	4.89	4.82
symb3master_46859	26.27	21.00	21.63	24.69
symb3master_46860	11.89	12.39	13.45	13.95
symb3master_46861	9.12	7.47	7.53	9.34
symb3master_46862	12.14	18.70	16.09	14.90
symb3master_46863	21.22	29.38	27.89	25.97
symb3master_46864	36.32	30.95	26.56	28.72
symb3master_46865	81.67	100.68	94.45	74.75
symb3master_46866	23.33	20.67	20.21	20.89
symb3master_46867	36.13	32.73	31.06	33.10
symb3master_46868	39.33	40.90	28.29	22.81
symb3master_46869	39.93	31.04	30.95	32.13
symb3master_46870	15.10	18.81	18.74	16.68
symb3master_46871	45.35	48.59	50.51	48.63
symb3master_46872	36.55	46.46	44.37	44.36
symb3master_46873	16.41	17.69	19.50	19.26
symb3master_46874	10.35	8.51	9.32	9.56
symb3master_46875	40.78	49.64	39.99	37.66
symb3master_46876	10.26	8.09	8.52	8.66
symb3master_46877	59.46	48.77	59.24	61.13
symb3master_46878	9.51	11.51	10.59	9.53
symb3master_46879	14.41	15.38	16.47	17.66
symb3master_46880	22.27	18.64	19.85	22.02
symb3master_46881	13.66	16.59	14.06	14.89
symb3master_46882	28.02	33.02	35.07	31.46
symb3master_46883	0.99	1.27	1.08	1.15
symb3master_46884	28.58	38.05	34.43	33.64
symb3master_46885	11.90	15.76	13.05	13.07
symb3master_46886	100.32	98.72	99.06	89.91
symb3master_46887	11.87	12.94	13.08	12.93
symb3master_46888	17.34	19.51	18.29	17.24
symb3master_46889	1.65	1.75	1.68	2.46
symb3master_46890	16.91	20.44	21.69	19.82
symb3master_46891	1.98	1.64	1.68	2.29
symb3master_46892	27.30	31.04	30.93	29.79
symb3master_46893	8.00	7.52	8.03	9.39
symb3master_46894	228.77	207.95	232.52	212.75
symb3master_46895	22.90	26.49	25.65	25.53
symb3master_46896	7.08	8.16	8.83	10.14
symb3master_46897	354.14	374.18	304.88	243.81
symb3master_46898	27.05	22.82	23.89	26.53
symb3master_46899	10.73	10.16	10.18	10.20
symb3master_46900	4.13	3.15	4.40	3.64
symb3master_46901	16.74	15.93	15.88	15.43
symb3master_46902	62.73	66.56	68.22	65.13
symb3master_46903	7.97	8.78	7.48	6.48
symb3master_46904	3.55	5.76	5.73	3.76
symb3master_46905	136.52	125.38	131.82	129.04
symb3master_46906	31.43	34.20	30.73	30.88
symb3master_46907	16.74	15.90	15.77	16.11
symb3master_46908	17.91	12.78	13.16	15.78
symb3master_46909	34.16	29.91	29.10	31.32
symb3master_46910	26.26	20.27	20.80	22.66
symb3master_46911	23.82	22.15	24.91	24.16
symb3master_46912	8.01	7.26	7.51	6.25
symb3master_46913	18.82	15.91	16.82	17.38
symb3master_46914	25.94	26.32	23.82	21.64
symb3master_46915	8.57	8.11	8.77	8.85
symb3master_46916	4.54	3.82	4.70	5.78
symb3master_46917	10.82	12.56	12.89	13.02
symb3master_46918	10.27	7.65	9.25	10.71
symb3master_46919	6.01	6.05	6.03	7.56
symb3master_46920	26.76	25.83	27.74	26.64
symb3master_46921	2.08	2.55	2.57	2.45
symb3master_46922	14.61	12.34	12.88	14.14
symb3master_46923	22.80	27.81	27.74	24.89
symb3master_46924	10.60	8.57	8.56	9.44
symb3master_46925	192.08	160.16	158.97	173.65
symb3master_46926	12.34	15.70	14.54	14.48
symb3master_46927	12.32	9.11	9.66	11.27
symb3master_46928	13.23	10.12	10.08	11.30
symb3master_46929	95.35	87.66	93.40	93.95
symb3master_46930	20.90	21.43	20.03	22.45
symb3master_46931	47.70	39.04	41.87	52.23
symb3master_46932	16.59	18.16	19.80	20.08
symb3master_46933	13.29	12.60	13.21	15.32
symb3master_46934	18.36	38.38	42.16	29.43
symb3master_46935	12.11	11.24	11.78	15.06
symb3master_46936	4.36	2.72	2.91	3.88
symb3master_46937	78.30	72.87	77.67	81.00
symb3master_46938	17.03	12.48	13.86	16.30
symb3master_46939	10.69	9.06	9.74	10.43
symb3master_46940	42.13	52.77	52.19	38.41
symb3master_46941	11.56	16.04	15.78	14.16
symb3master_46942	20.93	17.23	16.33	19.48
symb3master_46943	17.53	22.66	20.07	19.02
symb3master_46944	15.63	10.76	11.61	14.20
symb3master_46945	86.16	86.70	89.21	84.89
symb3master_46946	15.35	17.06	14.83	14.26
symb3master_46947	48.96	54.64	59.13	57.69
symb3master_46948	17.79	13.33	14.65	15.24
symb3master_46949	18.49	14.98	14.41	13.36
symb3master_46950	15.91	11.02	12.55	10.99
symb3master_46951	4.88	3.62	3.78	5.14
symb3master_46952	15.01	14.60	13.18	12.48
symb3master_46953	18.41	14.43	14.53	15.46
symb3master_46954	21.42	30.98	35.89	32.10
symb3master_46955	77.34	61.55	62.39	67.77
symb3master_46956	7.29	6.04	5.85	6.94
symb3master_46957	18.13	26.82	24.25	24.34
symb3master_46958	31.26	24.60	26.11	29.35
symb3master_46959	9.30	9.06	9.64	10.36
symb3master_46960	16.79	17.17	18.72	19.83
symb3master_46961	73.93	66.27	73.12	70.69
symb3master_46962	69.51	64.31	70.90	67.04
symb3master_46963	9.75	6.95	7.93	10.94
symb3master_46964	42.83	34.70	37.93	39.01
symb3master_46965	21.95	20.81	26.71	24.32
symb3master_46966	35.30	43.21	43.16	40.72
symb3master_46967	14.76	13.59	16.23	17.23
symb3master_46968	37.86	45.51	48.62	37.85
symb3master_46969	25.53	29.32	29.07	26.46
symb3master_46970	14.87	17.04	15.17	13.77
symb3master_46971	6.50	15.29	14.71	11.07
symb3master_46972	33.59	39.77	41.07	38.82
symb3master_46973	29.59	30.61	30.75	28.09
symb3master_46974	51.87	46.54	44.07	49.52
symb3master_46975	14.68	14.81	14.29	16.13
symb3master_46976	46.90	51.26	52.65	42.07
symb3master_46977	18.28	25.38	23.14	20.63
symb3master_46978	28.46	36.14	34.54	31.20
symb3master_46979	16.70	21.84	20.00	18.62
symb3master_46980	18.29	24.02	24.59	22.64
symb3master_46981	19.16	25.24	24.12	22.17
symb3master_46982	6.95	5.64	6.22	7.64
symb3master_46983	16.55	20.38	19.07	19.26
symb3master_46984	21.19	20.63	21.11	22.40
symb3master_46985	18.97	24.01	21.22	18.54
symb3master_46986	56.27	46.97	43.63	45.36
symb3master_46987	8.24	6.44	7.13	7.03
symb3master_46988	9.82	7.37	7.71	7.68
symb3master_46989	21.36	23.15	20.80	21.65
symb3master_46990	24.75	19.21	21.39	22.75
symb3master_46991	17.63	21.24	23.08	20.27
symb3master_46992	47.55	53.76	55.60	46.69
symb3master_46993	13.41	17.25	16.02	15.54
symb3master_46994	22.78	14.81	16.22	19.37
symb3master_46995	20.77	23.53	25.27	25.71
symb3master_46996	607.81	596.17	610.31	445.77
symb3master_46997	16.53	14.61	12.57	10.57
symb3master_46998	4.59	5.28	6.93	8.02
symb3master_46999	9.32	10.17	11.32	10.89
symb3master_47000	1.42	4.01	3.80	2.89
symb3master_47001	23.68	27.38	24.08	24.78
symb3master_47002	9.98	12.35	11.94	10.65
symb3master_47003	23.31	26.11	26.68	21.08
symb3master_47004	21.24	16.58	17.59	17.21
symb3master_47005	8.78	8.98	9.72	8.96
symb3master_47006	17.01	23.88	19.23	22.92
symb3master_47007	33.73	33.66	36.00	33.20
symb3master_47008	41.02	35.40	33.09	37.96
symb3master_47009	8.92	9.89	10.46	11.57
symb3master_47010	30.89	27.55	31.95	25.94
symb3master_47011	105.60	113.82	109.92	94.35
symb3master_47012	6.18	6.73	8.60	10.01
symb3master_47013	30.63	38.31	36.83	33.87
symb3master_47014	14.67	8.74	10.32	11.37
symb3master_47015	23.54	27.41	22.44	19.07
symb3master_47016	48.63	31.60	37.44	48.22
symb3master_47017	54.18	53.76	53.55	51.31
symb3master_47018	4.34	3.60	3.84	3.35
symb3master_47019	8.01	9.80	9.39	9.21
symb3master_47020	75.51	83.48	82.00	66.10
symb3master_47021	9.77	8.68	9.97	9.51
symb3master_47022	12.35	15.86	15.73	15.87
symb3master_47023	10.98	8.46	8.43	9.28
symb3master_47024	13.19	15.14	18.01	15.73
symb3master_47025	35.17	40.17	40.80	38.97
symb3master_47026	12.04	17.12	14.65	11.51
symb3master_47027	10.19	13.50	12.07	12.10
symb3master_47028	25.52	27.51	24.67	22.24
symb3master_47029	27.27	40.49	39.13	33.78
symb3master_47030	70.76	90.71	95.68	84.99
symb3master_47031	21.92	20.75	20.26	21.70
symb3master_47032	16.60	13.66	11.23	14.17
symb3master_47033	32.54	35.51	29.39	19.26
symb3master_47034	8.69	8.33	9.49	7.77
symb3master_47035	12.75	9.71	11.43	12.22
symb3master_47036	22.79	20.42	28.18	31.92
symb3master_47037	43.30	38.65	40.35	45.15
symb3master_47038	10.96	16.59	15.90	14.13
symb3master_47039	58.42	74.79	80.08	75.59
symb3master_47040	79.07	75.03	79.38	76.21
symb3master_47041	24.50	20.43	18.46	18.02
symb3master_47042	128.87	137.99	141.61	134.12
symb3master_47043	40.71	33.47	32.55	34.82
symb3master_47044	153.17	121.38	120.21	145.64
symb3master_47045	129.01	100.02	96.53	102.94
symb3master_47046	8.15	7.91	8.99	8.82
symb3master_47047	14.64	12.81	12.51	14.62
symb3master_47048	30.17	27.35	26.31	30.83
symb3master_47049	42.76	32.26	35.20	40.52
symb3master_47050	59.11	52.27	53.28	52.20
symb3master_47051	18.81	19.34	16.90	14.20
symb3master_47052	15.29	12.31	10.60	10.65
symb3master_47053	19.81	22.37	24.38	19.34
symb3master_47054	39.45	42.85	36.97	38.79
symb3master_47055	44.21	42.67	48.33	41.94
symb3master_47056	10.79	9.94	10.82	10.61
symb3master_47057	12.93	14.98	13.59	15.05
symb3master_47058	32.13	25.61	25.66	28.82
symb3master_47059	86.41	63.20	72.14	73.61
symb3master_47060	18.62	24.65	24.11	24.15
symb3master_47061	16.35	23.45	27.64	21.71
symb3master_47062	32.22	35.67	32.14	26.79
symb3master_47063	13.16	12.42	12.10	13.42
symb3master_47064	13.22	21.78	25.60	28.61
symb3master_47065	10.31	10.21	10.67	8.60
symb3master_47066	35.36	40.43	39.67	41.54
symb3master_47067	21.15	19.66	22.25	24.26
symb3master_47068	27.80	26.84	29.42	32.87
symb3master_47069	17.71	19.11	19.21	21.11
symb3master_47070	10.21	10.40	9.92	10.01
symb3master_47071	28.15	34.76	31.70	32.75
symb3master_47072	17.69	15.83	15.17	17.11
symb3master_47073	13.51	13.62	15.26	10.80
symb3master_47074	35.88	31.27	35.54	32.15
symb3master_47075	19.41	25.53	20.01	19.19
symb3master_47076	18.04	21.16	24.58	21.55
symb3master_47077	12.00	11.11	12.72	13.44
symb3master_47078	10.01	8.48	6.45	6.42
symb3master_47079	18.67	18.09	17.07	19.89
symb3master_47080	133.89	128.62	137.90	123.62
symb3master_47081	33.53	42.63	43.02	35.56
symb3master_47082	12.03	16.62	15.71	14.44
symb3master_47083	6.00	4.55	4.94	5.78
symb3master_47084	11.96	9.82	10.14	10.91
symb3master_47085	5.72	3.49	6.08	7.11
symb3master_47086	12.09	13.40	12.06	12.47
symb3master_47087	13.27	16.89	16.89	14.63
symb3master_47088	11.37	13.44	13.73	12.95
symb3master_47089	40.50	43.96	44.17	40.42
symb3master_47090	9.83	12.01	9.33	9.34
symb3master_47091	21.20	19.02	19.31	19.80
symb3master_47092	17.55	13.85	14.77	16.26
symb3master_47093	8.86	5.25	6.76	8.08
symb3master_47094	122.38	126.94	129.11	119.53
symb3master_47095	11.58	16.91	15.37	12.73
symb3master_47096	29.17	31.30	30.36	29.18
symb3master_47097	43.67	52.26	49.60	44.47
symb3master_47098	20.90	14.99	16.33	18.51
symb3master_47099	18.39	16.22	13.16	15.68
symb3master_47100	33.16	40.38	38.04	33.10
symb3master_47101	11.38	12.22	11.10	13.26
symb3master_47102	1.65	0.92	1.21	1.79
symb3master_47103	21.71	32.83	32.80	28.32
symb3master_47104	11.43	10.43	11.14	10.31
symb3master_47105	31.06	35.37	34.81	33.60
symb3master_47106	370.07	403.16	441.59	402.10
symb3master_47107	43.33	42.87	44.93	42.67
symb3master_47108	1.56	2.39	2.02	2.95
symb3master_47109	7.08	6.04	5.13	6.30
symb3master_47110	20.99	24.75	23.78	21.04
symb3master_47111	55.13	45.69	47.75	59.01
symb3master_47112	14.54	19.16	18.71	16.60
symb3master_47113	6.24	4.78	4.91	6.67
symb3master_47114	4.38	3.09	3.19	4.35
symb3master_47115	36.10	39.32	37.69	39.25
symb3master_47116	37.32	30.75	31.14	37.40
symb3master_47117	14.37	13.38	12.99	10.59
symb3master_47118	30.31	32.26	30.70	33.44
symb3master_47119	20.24	28.75	20.11	14.30
symb3master_47120	34.82	29.86	42.06	37.61
symb3master_47121	18.33	20.87	20.83	19.62
symb3master_47122	12.41	14.80	14.75	13.25
symb3master_47123	0.89	1.13	1.23	1.98
symb3master_47124	14.53	16.17	16.29	15.15
symb3master_47125	5.63	4.46	4.63	5.04
symb3master_47126	6.80	6.16	4.98	6.30
symb3master_47127	8.32	7.79	6.69	6.96
symb3master_47128	23.14	26.43	24.01	26.48
symb3master_47129	25.58	29.05	28.73	30.69
symb3master_47130	15.81	20.26	18.44	17.02
symb3master_47131	124.34	138.00	143.99	131.90
symb3master_47132	3.83	4.33	4.64	5.22
symb3master_47133	31.18	43.58	39.06	35.63
symb3master_47134	50.02	46.71	42.97	49.30
symb3master_47135	34.66	44.09	40.50	40.88
symb3master_47136	4.25	3.87	4.02	3.35
symb3master_47137	32.30	33.50	30.44	32.58
symb3master_47138	14.30	13.24	12.96	14.11
symb3master_47139	23.82	22.59	23.96	24.29
symb3master_47140	12.12	12.21	14.96	15.02
symb3master_47141	32.14	32.66	32.36	24.72
symb3master_47142	65.92	54.74	57.25	62.57
symb3master_47143	155.58	143.38	156.11	145.41
symb3master_47144	28.41	23.09	22.23	24.47
symb3master_47145	2.75	2.31	1.95	2.17
symb3master_47146	9.86	8.78	9.53	9.85
symb3master_47147	27.51	26.72	25.71	27.35
symb3master_47148	20.58	26.42	22.90	21.25
symb3master_47149	16.40	22.72	21.41	17.88
symb3master_47150	12.80	15.21	15.90	13.79
symb3master_47151	2.99	4.48	4.33	4.72
symb3master_47152	22.61	25.65	23.05	20.94
symb3master_47153	18.02	19.75	18.01	15.52
symb3master_47154	27.90	32.95	31.41	29.58
symb3master_47155	30.47	26.21	27.94	26.93
symb3master_47156	15.09	25.59	24.96	19.54
symb3master_47157	88.63	93.05	100.77	94.49
symb3master_47158	29.88	31.74	29.96	33.42
symb3master_47159	18.53	24.11	23.53	19.14
symb3master_47160	6.53	7.38	7.09	6.71
symb3master_47161	11.66	14.07	12.67	11.94
symb3master_47162	14.66	15.38	13.64	13.80
symb3master_47163	126.18	114.95	116.67	113.50
symb3master_47164	29.51	27.12	27.15	30.25
symb3master_47165	10.64	13.47	13.64	11.49
symb3master_47166	58.35	59.83	51.06	46.45
