Symbol	h1u0auto	h1u10auto	h1u100auto	h1u500auto
symb3master_39421	10.77	10.65	15.66	9.68
symb3master_39422	71.53	73.73	72.75	78.14
symb3master_39423	12.58	11.93	12.42	12.89
symb3master_39424	43.24	43.83	45.24	43.94
symb3master_39425	12.51	9.17	10.32	8.92
symb3master_39426	19.70	17.92	18.87	15.35
symb3master_39427	37.34	36.87	34.38	34.56
symb3master_39428	22.75	23.31	20.80	22.73
symb3master_39429	27.38	22.41	19.98	19.96
symb3master_39430	34.36	26.44	27.77	26.11
symb3master_39431	32.33	31.29	33.12	32.33
symb3master_39433	7.42	6.08	6.38	5.66
symb3master_39434	14.79	13.91	15.75	12.05
symb3master_39435	6.15	7.53	8.96	7.73
symb3master_39436	8.86	10.17	10.33	9.94
symb3master_39437	19.65	19.09	17.04	15.69
symb3master_39438	11.02	9.15	9.23	7.75
symb3master_39439	3.27	2.72	2.66	1.72
symb3master_39440	16.60	13.11	12.33	12.05
symb3master_39441	3.31	3.86	4.09	4.73
symb3master_39442	23.73	22.88	21.94	20.97
symb3master_39443	84.89	70.90	61.03	49.62
symb3master_39444	7.63	5.49	5.47	5.09
symb3master_39445	7.97	9.07	10.42	9.86
symb3master_39446	0.77	0.80	0.19	0.63
symb3master_39447	1.61	1.88	1.89	2.13
symb3master_39448	5.75	4.19	4.54	3.91
symb3master_39449	7.49	5.69	7.73	6.03
symb3master_39450	17.98	18.93	18.04	17.62
symb3master_39451	0.00	0.00	0.09	0.00
symb3master_39452	5.09	6.43	6.28	7.08
symb3master_39453	14.55	13.58	13.47	12.02
symb3master_39454	13.35	18.63	15.17	16.20
symb3master_39455	0.07	0.07	0.00	0.06
symb3master_39456	6.67	6.22	5.88	4.59
symb3master_39457	33.87	27.97	27.34	24.27
symb3master_39458	13.01	12.36	14.11	13.14
symb3master_39459	24.56	25.55	23.32	25.54
symb3master_39460	64.26	53.81	50.95	45.74
symb3master_39461	2.82	2.60	2.73	3.20
symb3master_39462	28.87	32.21	30.90	28.72
symb3master_39463	1.04	0.77	0.87	0.67
symb3master_39464	20.97	21.65	22.01	22.85
symb3master_39465	27.56	28.32	38.15	31.99
symb3master_39466	9.56	8.92	9.32	9.94
symb3master_39467	1.18	1.30	1.76	0.93
symb3master_39468	5.06	3.86	3.89	4.21
symb3master_39469	13.13	12.52	14.78	11.61
symb3master_39470	12.19	11.80	11.12	10.36
symb3master_39471	29.37	21.37	24.29	15.05
symb3master_39472	2.67	2.43	3.15	2.33
symb3master_39473	17.51	16.15	15.41	13.06
symb3master_39474	8.92	8.62	8.79	6.92
symb3master_39475	14.48	17.79	17.11	17.25
symb3master_39476	0.42	0.06	0.55	0.21
symb3master_39477	1.82	0.53	2.00	0.71
symb3master_39478	7.86	6.29	6.13	7.44
symb3master_39479	10.58	9.76	11.99	8.01
symb3master_39480	6.72	5.25	7.07	5.08
symb3master_39481	2.46	2.30	2.39	2.86
symb3master_39482	6.95	5.54	4.79	4.99
symb3master_39483	26.66	23.80	25.87	23.82
symb3master_39484	25.66	23.09	22.17	20.74
symb3master_39485	4.77	6.70	7.15	6.15
symb3master_39486	17.72	13.44	11.95	14.75
symb3master_39487	23.49	23.07	21.93	18.81
symb3master_39488	22.42	23.08	23.69	23.19
symb3master_39489	42.08	32.03	32.53	24.07
symb3master_39490	1.21	1.30	1.08	0.92
symb3master_39491	9.93	10.25	8.88	11.04
symb3master_39492	41.18	37.26	36.64	33.28
symb3master_39493	11.91	7.44	8.50	8.83
symb3master_39494	21.65	22.89	22.04	22.94
symb3master_39495	10.44	10.31	11.38	10.69
symb3master_39496	0.52	0.55	0.50	0.49
symb3master_39497	16.37	14.30	19.20	14.37
symb3master_39498	0.99	0.54	0.37	0.47
symb3master_39499	5.49	3.58	4.62	3.33
symb3master_39500	2.98	2.57	2.16	2.49
symb3master_39501	8.73	10.10	11.32	10.39
symb3master_39502	36.31	34.20	33.96	29.00
symb3master_39503	25.45	21.00	21.47	21.96
symb3master_39504	1.95	2.83	4.06	2.25
symb3master_39505	12.89	12.74	11.58	10.50
symb3master_39506	15.23	15.25	14.89	12.06
symb3master_39507	6.80	5.96	6.59	5.51
symb3master_39508	13.70	15.44	14.77	13.67
symb3master_39509	21.81	18.95	17.91	16.17
symb3master_39510	32.71	29.44	29.67	27.49
symb3master_39511	12.36	10.48	9.41	9.44
symb3master_39512	17.51	13.98	13.60	14.55
symb3master_39513	12.78	12.64	17.45	13.49
symb3master_39514	11.17	10.27	11.20	8.14
symb3master_39515	10.95	7.38	10.56	8.63
symb3master_39516	0.60	1.70	1.37	0.87
symb3master_39517	10.75	9.15	9.34	8.63
symb3master_39519	23.86	24.11	24.03	22.06
symb3master_39520	15.38	12.03	13.29	10.48
symb3master_39521	4.73	5.02	4.87	4.80
symb3master_39522	3.42	3.99	3.65	2.43
symb3master_39523	0.00	0.00	0.00	0.00
symb3master_39524	48.50	43.65	41.10	33.36
symb3master_39525	4.82	3.73	4.10	3.46
symb3master_39526	9.83	10.37	9.27	9.28
symb3master_39527	15.09	11.61	11.74	10.44
symb3master_39528	1.10	0.89	0.58	0.48
symb3master_39529	1.55	1.72	1.71	1.42
symb3master_39530	6.19	5.35	9.35	6.94
symb3master_39531	21.71	24.46	24.08	20.44
symb3master_39532	25.25	27.18	26.14	23.68
symb3master_39533	9.96	9.52	8.84	8.75
symb3master_39534	6.46	5.37	4.80	4.45
symb3master_39535	17.02	14.74	15.92	15.99
symb3master_39536	5.31	6.49	6.13	6.02
symb3master_39537	2.06	2.10	2.30	3.21
symb3master_39538	2.25	2.78	2.76	2.19
symb3master_39539	19.47	16.32	15.82	16.79
symb3master_39540	7.53	9.56	8.19	8.56
symb3master_39541	12.60	10.77	10.99	10.01
symb3master_39542	18.43	15.75	13.19	12.55
symb3master_39543	3.13	3.87	5.54	3.90
symb3master_39544	4.17	5.00	4.97	4.18
symb3master_39545	0.38	0.23	0.51	0.22
symb3master_39546	47.36	50.73	50.16	52.21
symb3master_39547	11.81	9.01	9.53	8.86
symb3master_39548	19.11	21.35	20.85	17.58
symb3master_39549	15.39	14.42	12.47	11.36
symb3master_39550	16.47	16.92	16.42	15.82
symb3master_39551	7.82	8.74	8.15	6.47
symb3master_39552	5.99	4.99	7.81	5.03
symb3master_39553	14.61	12.80	11.16	11.95
symb3master_39554	12.25	8.88	10.95	10.32
symb3master_39555	17.22	15.23	16.55	14.55
symb3master_39556	1.23	1.83	1.59	1.65
symb3master_39557	1.63	2.15	1.84	1.42
symb3master_39558	5.47	4.82	5.19	6.18
symb3master_39559	17.81	17.37	18.35	13.61
symb3master_39560	10.44	8.95	8.83	8.93
symb3master_39561	10.29	9.89	10.41	10.01
symb3master_39562	8.12	7.53	7.71	7.21
symb3master_39563	21.58	16.56	18.41	17.45
symb3master_39564	0.87	0.96	0.65	1.00
symb3master_39565	0.73	1.19	1.30	1.51
symb3master_39566	4.88	4.80	4.90	5.44
symb3master_39568	0.17	0.27	0.22	0.22
symb3master_39569	0.26	0.58	0.54	0.62
symb3master_39570	18.21	14.44	13.05	13.29
symb3master_39571	10.99	10.96	10.06	10.94
symb3master_39572	9.70	7.95	10.44	6.72
symb3master_39573	2.96	3.59	3.76	4.47
symb3master_39574	34.93	39.50	34.37	28.83
symb3master_39575	11.68	11.73	13.73	12.59
symb3master_39576	75.93	63.80	69.01	62.41
symb3master_39577	19.39	18.51	15.91	16.12
symb3master_39578	29.25	27.59	25.37	19.74
symb3master_39579	4.99	5.68	4.10	4.60
symb3master_39580	19.69	15.21	14.40	13.98
symb3master_39581	5.36	4.49	4.72	3.89
symb3master_39582	8.74	9.25	8.69	9.04
symb3master_39583	19.22	17.27	17.41	16.20
symb3master_39584	3.47	2.55	2.81	2.80
symb3master_39585	11.77	10.13	10.10	11.25
symb3master_39586	1.26	1.43	1.70	1.32
symb3master_39587	4.26	3.39	2.33	3.35
symb3master_39588	5.28	5.16	5.61	5.06
symb3master_39589	2.68	1.69	1.64	1.94
symb3master_39590	9.72	7.33	6.90	6.67
symb3master_39591	4.55	4.75	4.87	5.73
symb3master_39592	4.16	2.21	3.20	3.53
symb3master_39593	1.15	1.01	0.62	0.72
symb3master_39594	24.18	19.14	19.71	17.47
symb3master_39595	0.60	0.83	0.63	0.66
symb3master_39596	1.17	1.32	0.49	0.98
symb3master_39597	0.28	0.34	0.26	0.67
symb3master_39598	5.76	4.97	4.95	4.46
symb3master_39599	3.63	2.72	3.30	2.49
symb3master_39600	0.69	0.66	0.83	0.62
symb3master_39601	7.74	8.79	9.13	9.52
symb3master_39602	6.96	6.25	7.83	6.03
symb3master_39603	7.46	8.22	8.59	7.48
symb3master_39604	6.05	4.85	5.05	4.08
symb3master_39605	5.01	5.61	6.10	5.88
symb3master_39606	17.33	18.78	18.46	18.62
symb3master_39607	0.85	0.42	0.90	0.00
symb3master_39608	13.25	13.63	13.03	13.61
symb3master_39609	0.78	1.35	1.23	1.86
symb3master_39610	50.87	51.01	50.61	53.95
symb3master_39611	7.91	8.13	9.11	8.82
symb3master_39612	24.54	23.69	24.74	25.89
symb3master_39613	9.39	9.86	10.01	9.34
symb3master_39614	12.26	11.54	12.36	11.42
symb3master_39615	0.96	1.29	1.21	0.79
symb3master_39616	20.30	23.19	22.56	19.69
symb3master_39617	3.64	3.04	2.99	3.10
symb3master_39618	0.16	0.14	0.45	0.21
symb3master_39619	3.88	2.96	4.05	2.89
symb3master_39620	5.80	4.48	4.32	4.02
symb3master_39621	2.85	3.73	4.15	4.19
symb3master_39622	0.96	1.06	1.13	1.01
symb3master_39623	17.94	18.63	21.10	15.11
symb3master_39624	7.75	6.76	7.66	6.08
symb3master_39625	0.08	0.08	0.00	0.00
symb3master_39626	9.53	9.20	9.61	7.96
symb3master_39627	0.64	0.83	0.78	0.75
symb3master_39628	6.31	5.29	7.36	8.76
symb3master_39629	9.49	9.07	8.37	7.04
symb3master_39630	0.39	0.44	0.26	0.22
symb3master_39631	4.79	5.25	4.66	3.62
symb3master_39632	1.13	0.47	0.59	1.44
symb3master_39633	14.82	18.30	24.13	16.83
symb3master_39634	9.67	10.60	11.91	9.69
symb3master_39635	60.05	46.85	47.74	39.22
symb3master_39636	8.77	8.32	11.40	8.83
symb3master_39637	4.14	3.90	3.62	3.53
symb3master_39638	0.12	0.27	0.28	0.32
symb3master_39639	7.04	5.91	7.38	6.28
symb3master_39640	16.46	12.58	12.57	10.55
symb3master_39641	29.54	24.93	26.11	21.64
symb3master_39642	21.06	20.35	25.99	21.12
symb3master_39643	1.22	1.21	1.27	1.07
symb3master_39644	14.59	12.16	12.52	11.19
symb3master_39645	3.81	4.11	4.07	3.78
symb3master_39646	19.53	17.05	18.07	15.83
symb3master_39648	2.10	1.79	2.13	2.17
symb3master_39649	35.26	29.20	29.99	26.43
symb3master_39650	11.25	10.76	10.39	10.53
symb3master_39651	17.56	16.05	15.72	14.03
symb3master_39652	12.66	10.30	11.02	10.39
symb3master_39653	5.73	5.18	7.10	5.57
symb3master_39654	1.50	0.89	0.88	0.61
symb3master_39655	5.50	4.26	3.77	2.92
symb3master_39656	1.24	0.90	1.10	0.95
symb3master_39657	33.81	34.05	31.99	26.16
symb3master_39658	6.29	5.49	6.05	4.70
symb3master_39659	8.70	9.60	7.64	8.72
symb3master_39660	12.34	12.15	11.11	11.10
symb3master_39661	2.80	2.80	2.33	2.36
symb3master_39662	16.31	17.11	17.16	21.34
symb3master_39663	1.07	1.84	1.01	1.27
symb3master_39664	27.91	27.22	26.00	26.96
symb3master_39665	8.28	8.95	10.40	9.59
symb3master_39666	11.41	11.99	12.28	11.45
symb3master_39667	3.64	2.82	2.98	2.14
symb3master_39668	5.95	4.58	5.95	4.35
symb3master_39669	6.90	5.81	5.75	5.29
symb3master_39670	2.50	2.41	2.21	2.50
symb3master_39671	10.95	8.42	12.05	11.01
symb3master_39672	0.35	0.53	0.38	0.44
symb3master_39673	6.65	7.99	8.58	7.41
symb3master_39674	28.40	22.68	21.93	16.58
symb3master_39675	28.94	28.04	26.83	28.40
symb3master_39676	31.33	24.10	21.37	18.90
symb3master_39677	1.53	1.11	1.75	0.78
symb3master_39678	2.35	1.81	1.49	1.54
symb3master_39679	9.91	7.32	8.71	8.09
symb3master_39680	8.65	8.82	8.06	7.80
symb3master_39681	6.29	7.23	8.34	7.19
symb3master_39682	11.86	11.54	11.34	10.24
symb3master_39683	0.37	0.60	0.86	1.19
symb3master_39684	3.09	2.46	2.13	2.80
symb3master_39685	6.61	4.07	4.67	4.59
symb3master_39686	5.72	6.93	7.42	5.84
symb3master_39687	35.97	35.87	36.87	38.39
symb3master_39688	7.66	8.28	8.77	7.71
symb3master_39689	17.44	18.60	18.85	16.93
symb3master_39690	52.83	51.25	48.21	49.05
symb3master_39691	0.34	0.85	0.63	0.44
symb3master_39692	40.99	40.59	38.61	37.97
symb3master_39693	0.99	1.25	1.61	1.41
symb3master_39694	0.69	0.46	0.97	0.54
symb3master_39695	1.45	1.21	1.24	1.13
symb3master_39696	4.30	2.19	3.52	1.83
symb3master_39697	5.89	4.59	7.12	5.30
symb3master_39698	15.96	19.86	18.42	18.52
symb3master_39699	8.69	7.87	8.45	6.86
symb3master_39700	3.96	3.77	3.37	3.24
symb3master_39701	16.86	14.97	13.79	13.10
symb3master_39702	12.15	11.86	11.22	9.89
symb3master_39703	9.41	9.44	7.62	7.33
symb3master_39704	5.54	6.08	6.40	6.99
symb3master_39705	7.74	6.89	7.32	5.53
symb3master_39706	7.01	3.88	4.22	3.60
symb3master_39707	2.48	2.73	2.36	2.31
symb3master_39708	7.99	7.43	9.32	7.93
symb3master_39709	8.84	9.89	11.53	8.88
symb3master_39710	17.86	18.82	21.10	16.80
symb3master_39711	5.21	4.77	4.36	5.72
symb3master_39712	9.01	8.39	8.92	10.58
symb3master_39713	12.61	11.12	13.23	11.14
symb3master_39714	7.38	6.38	7.30	6.59
symb3master_39715	4.05	5.03	4.69	4.72
symb3master_39716	50.17	46.47	43.49	45.90
symb3master_39718	10.98	8.80	10.21	7.89
symb3master_39719	8.58	7.76	8.52	7.76
symb3master_39720	6.17	6.62	8.53	6.61
symb3master_39721	14.08	17.30	18.64	18.56
symb3master_39722	8.71	6.61	6.32	6.00
symb3master_39723	11.84	12.58	13.16	11.11
symb3master_39724	0.28	0.22	0.15	0.26
symb3master_39725	5.58	5.08	5.81	4.81
symb3master_39726	13.00	10.73	9.94	9.14
symb3master_39727	0.14	0.13	0.08	0.38
symb3master_39728	9.06	9.34	9.09	7.82
symb3master_39729	10.55	9.01	8.81	7.76
symb3master_39730	21.99	18.75	20.13	20.20
symb3master_39731	40.05	41.59	45.12	42.31
symb3master_39732	4.73	3.56	3.83	2.99
symb3master_39733	9.03	7.15	7.09	7.50
symb3master_39734	11.70	12.05	12.86	12.78
symb3master_39735	1.92	2.41	2.26	1.47
symb3master_39736	15.96	16.35	17.82	16.14
symb3master_39737	0.80	0.94	1.50	0.25
symb3master_39738	1.27	1.40	2.06	2.12
symb3master_39739	7.58	8.09	8.32	7.70
symb3master_39740	15.80	13.90	12.84	12.10
symb3master_39741	7.66	6.67	7.44	7.14
symb3master_39742	8.37	5.80	6.35	5.92
symb3master_39743	1.15	1.29	1.50	1.55
symb3master_39744	14.22	13.47	13.82	14.12
symb3master_39745	1.05	0.68	0.78	0.92
symb3master_39746	9.11	6.67	7.27	8.41
symb3master_39747	7.17	8.29	9.40	6.51
symb3master_39748	12.30	11.07	9.92	7.69
symb3master_39749	0.41	0.76	0.33	0.20
symb3master_39750	11.92	7.90	8.75	9.41
symb3master_39751	5.00	3.96	4.48	4.47
symb3master_39752	43.00	35.87	38.43	34.91
symb3master_39753	3.36	3.02	1.89	2.46
symb3master_39754	7.52	6.68	7.95	7.08
symb3master_39755	2.77	2.61	2.59	2.59
symb3master_39756	26.83	30.01	24.51	26.75
symb3master_39757	8.63	7.29	6.78	6.83
symb3master_39758	3.49	3.28	4.87	3.39
symb3master_39759	10.51	9.10	11.02	10.94
symb3master_39760	7.19	5.27	6.36	4.02
symb3master_39761	23.89	21.73	23.95	16.86
symb3master_39762	14.74	13.92	14.69	10.96
symb3master_39763	4.45	6.76	5.47	5.10
symb3master_39764	45.11	44.08	40.04	36.94
symb3master_39765	0.83	0.50	0.46	0.68
symb3master_39766	2.76	3.82	2.93	2.61
symb3master_39767	0.75	0.91	1.00	0.98
symb3master_39768	2.70	2.37	2.51	1.57
symb3master_39769	3.53	3.19	3.19	3.46
symb3master_39770	1.33	0.81	1.27	0.87
symb3master_39771	7.17	6.71	7.25	7.13
symb3master_39772	1.72	2.07	2.29	2.12
symb3master_39773	11.42	8.84	7.45	7.76
symb3master_39774	0.82	1.03	1.25	1.16
symb3master_39775	7.50	8.32	8.95	7.51
symb3master_39776	8.27	6.90	7.20	5.42
symb3master_39777	7.79	6.50	6.54	4.64
symb3master_39778	7.47	8.11	8.04	8.93
symb3master_39779	0.25	0.00	0.00	0.00
symb3master_39780	133.50	96.90	105.72	93.59
symb3master_39781	14.95	14.29	13.40	13.18
symb3master_39782	5.79	3.55	4.04	2.69
symb3master_39783	8.86	9.41	10.63	7.56
symb3master_39784	6.83	6.62	7.73	5.45
symb3master_39785	5.59	3.19	3.20	2.14
symb3master_39786	18.19	15.84	18.59	18.63
symb3master_39787	11.05	10.33	12.04	10.49
symb3master_39788	17.01	14.50	14.58	14.21
symb3master_39789	1.29	1.80	1.13	1.29
symb3master_39790	37.08	32.75	29.87	26.31
symb3master_39791	14.62	12.23	11.66	11.00
symb3master_39792	6.82	6.32	7.96	5.84
symb3master_39793	5.24	4.30	3.99	3.46
symb3master_39794	31.68	29.62	33.45	31.33
symb3master_39795	1.89	2.22	2.93	1.22
symb3master_39796	24.46	25.75	30.06	24.90
symb3master_39797	0.67	0.77	0.49	0.77
symb3master_39798	3.61	2.53	3.31	3.42
symb3master_39799	1.69	2.32	1.56	1.80
symb3master_39800	11.75	10.78	10.15	8.77
symb3master_39801	44.60	30.75	29.07	23.94
symb3master_39802	0.95	0.86	1.16	1.08
symb3master_39803	5.24	5.74	6.25	5.23
symb3master_39804	0.95	0.92	0.58	1.05
symb3master_39805	0.20	0.53	0.20	0.18
symb3master_39806	12.42	9.64	10.84	8.73
symb3master_39807	0.50	0.43	0.54	0.82
symb3master_39808	3.62	4.76	5.29	4.04
symb3master_39809	3.63	3.68	3.17	3.20
symb3master_39810	9.96	9.95	10.52	7.05
symb3master_39811	6.90	3.84	5.67	5.32
symb3master_39812	3.66	2.75	1.96	3.87
symb3master_39813	7.52	7.03	6.99	6.53
symb3master_39814	49.27	52.29	51.13	42.42
symb3master_39815	17.18	14.53	14.57	12.22
symb3master_39816	10.51	10.64	9.27	8.01
symb3master_39817	12.78	12.73	14.04	12.28
symb3master_39818	0.00	0.17	0.11	0.00
symb3master_39819	4.08	4.62	4.40	3.36
symb3master_39820	7.70	8.77	7.58	9.54
symb3master_39821	1.52	1.44	1.70	1.33
symb3master_39822	8.47	5.93	7.97	5.49
symb3master_39823	6.54	5.43	6.25	5.40
symb3master_39824	9.52	7.69	12.04	9.18
symb3master_39825	1.71	0.95	0.63	0.70
symb3master_39826	0.45	0.44	0.44	0.36
symb3master_39827	7.24	8.09	8.17	7.75
symb3master_39828	11.38	10.21	9.51	8.56
symb3master_39829	1.77	2.54	2.51	1.69
symb3master_39830	21.10	15.55	15.85	13.75
symb3master_39831	4.59	3.79	3.61	3.67
symb3master_39832	1.55	1.21	1.31	1.03
symb3master_39833	0.71	0.82	1.19	0.74
symb3master_39834	7.71	10.25	12.40	10.92
symb3master_39835	9.15	7.45	7.42	7.99
symb3master_39836	5.38	4.60	5.38	4.41
symb3master_39837	7.28	6.26	5.45	5.55
symb3master_39838	1.52	1.72	1.60	1.68
symb3master_39839	3.36	2.59	3.28	2.07
symb3master_39840	22.95	25.80	27.58	21.84
symb3master_39841	40.79	33.93	31.41	28.08
symb3master_39842	2.70	2.32	1.42	1.70
symb3master_39843	9.21	8.00	8.12	6.55
symb3master_39844	2.55	3.20	3.50	2.16
symb3master_39845	4.15	3.96	4.69	3.76
symb3master_39846	2.17	3.29	2.22	1.76
symb3master_39847	7.11	4.61	5.93	5.81
symb3master_39848	7.23	5.64	5.65	6.25
symb3master_39849	11.95	11.10	12.12	10.82
symb3master_39850	0.08	0.50	0.22	0.65
symb3master_39851	2.77	3.00	2.58	2.54
symb3master_39852	1.65	2.19	2.06	2.07
symb3master_39853	1.56	1.24	1.61	1.50
symb3master_39854	7.45	6.42	6.44	4.51
symb3master_39855	8.01	8.66	9.68	7.59
symb3master_39856	0.17	0.68	0.31	0.24
symb3master_39857	11.83	11.25	10.46	8.04
symb3master_39858	0.70	0.47	0.84	0.42
symb3master_39859	12.48	13.56	14.86	14.32
symb3master_39860	0.63	0.82	1.27	0.88
symb3master_39861	4.78	4.98	5.48	6.85
symb3master_39862	0.18	0.08	0.05	0.28
symb3master_39864	0.13	0.06	0.14	0.25
symb3master_39865	0.58	0.32	0.30	0.33
symb3master_39866	13.56	11.76	12.08	10.45
symb3master_39868	3.76	3.28	5.45	3.29
symb3master_39869	3.88	5.39	4.60	3.34
symb3master_39870	0.55	0.33	0.00	0.43
symb3master_39871	4.84	4.48	4.29	4.20
symb3master_39872	2.38	2.73	2.58	2.92
symb3master_39873	3.39	2.88	3.18	2.79
symb3master_39874	1.20	1.47	1.34	1.41
symb3master_39875	0.57	0.56	0.48	0.83
symb3master_39876	10.77	9.78	9.80	7.78
symb3master_39877	13.50	12.70	12.43	13.65
symb3master_39878	1.12	1.62	1.47	1.55
symb3master_39879	0.33	0.34	0.76	0.26
symb3master_39880	0.70	0.45	0.54	0.31
symb3master_39881	0.46	0.18	0.15	0.17
symb3master_39882	0.15	0.21	0.52	0.33
symb3master_39883	3.47	2.47	3.17	2.64
symb3master_39884	0.43	0.26	0.25	0.50
symb3master_39885	1.74	2.42	1.51	1.60
symb3master_39886	0.09	0.05	0.29	0.10
symb3master_39887	0.59	0.85	1.02	0.70
symb3master_39888	0.25	0.74	1.16	0.44
symb3master_39889	4.21	5.12	4.45	4.29
symb3master_39890	8.31	12.21	9.17	10.14
symb3master_39891	4.96	4.32	4.89	3.99
symb3master_39892	1.68	1.93	2.06	2.28
symb3master_39893	0.42	0.23	0.26	0.10
symb3master_39894	9.05	7.28	8.06	8.97
symb3master_39895	4.27	3.65	5.18	3.45
symb3master_39896	0.09	0.04	0.00	0.00
symb3master_39897	11.54	7.00	7.61	5.05
symb3master_39898	1.64	2.45	1.57	1.60
symb3master_39899	2.31	2.29	2.06	1.92
symb3master_39900	0.88	0.92	0.45	0.85
symb3master_39901	1.43	1.15	1.00	0.84
symb3master_39902	9.50	12.25	11.63	8.74
symb3master_39903	0.47	0.73	0.89	0.87
symb3master_39904	0.85	0.86	1.02	0.64
symb3master_39905	9.98	9.70	11.86	10.04
symb3master_39906	1.02	0.35	0.66	0.67
symb3master_39907	2.71	2.71	3.73	3.07
symb3master_39908	10.06	10.53	11.85	10.44
symb3master_39909	11.32	10.61	11.46	9.73
symb3master_39910	2.66	2.15	2.04	1.92
symb3master_39911	1.91	1.38	1.46	1.27
symb3master_39912	3.07	3.01	3.46	2.12
symb3master_39913	4.41	4.23	4.32	3.65
symb3master_39914	5.41	5.42	4.94	5.11
symb3master_39915	9.99	6.27	8.86	8.01
symb3master_39916	6.12	7.26	7.83	5.75
symb3master_39917	0.28	0.11	0.11	0.21
symb3master_39918	11.90	9.91	9.05	8.47
symb3master_39919	2.10	2.16	1.94	2.20
symb3master_39920	16.18	15.97	14.33	13.90
symb3master_39921	3.83	4.12	3.69	3.14
symb3master_39922	4.27	5.30	4.77	5.20
symb3master_39923	22.80	20.38	20.49	20.48
symb3master_39924	7.27	7.32	7.90	6.27
symb3master_39925	7.92	6.96	9.78	7.59
symb3master_39926	4.31	2.10	1.99	2.65
symb3master_39927	0.71	0.55	0.74	0.80
symb3master_39928	8.82	7.31	9.58	6.92
symb3master_39929	2.18	1.80	2.20	2.66
symb3master_39930	1.62	1.50	1.64	1.36
symb3master_39931	11.68	8.07	11.47	8.45
symb3master_39932	0.52	0.36	0.36	0.47
symb3master_39933	0.07	0.13	0.24	0.18
symb3master_39934	1.62	1.87	1.32	1.74
symb3master_39935	1.90	2.56	2.44	2.59
symb3master_39936	5.14	5.07	4.76	4.09
symb3master_39937	7.26	6.38	8.06	6.05
symb3master_39938	4.39	4.83	4.93	4.94
symb3master_39939	0.84	0.79	0.84	0.50
symb3master_39940	2.02	1.84	1.64	1.62
symb3master_39941	0.35	0.30	0.47	0.10
symb3master_39942	0.21	0.24	0.20	0.37
symb3master_39943	0.41	0.46	0.54	0.18
symb3master_39944	1.28	1.13	0.73	0.84
symb3master_39945	4.32	4.09	3.96	4.22
symb3master_39946	1.47	1.10	1.54	1.33
symb3master_39947	13.40	10.11	13.01	11.17
symb3master_39948	0.54	0.59	0.86	0.67
symb3master_39949	1.02	1.40	1.61	1.40
symb3master_39950	0.84	0.53	1.00	0.83
symb3master_39951	0.41	0.16	0.33	0.15
symb3master_39952	0.75	0.77	0.75	0.33
symb3master_39953	6.58	4.71	5.70	5.56
symb3master_39954	0.36	0.12	0.11	0.28
symb3master_39955	0.86	0.91	0.98	0.75
symb3master_39956	0.16	0.65	0.50	0.55
symb3master_39957	4.92	5.67	4.47	4.77
symb3master_39958	4.83	3.39	2.88	2.72
symb3master_39959	0.53	0.74	0.42	0.44
symb3master_39960	10.61	8.66	8.80	8.71
symb3master_39961	11.61	9.42	9.48	7.81
symb3master_39962	2.40	1.56	1.55	1.58
symb3master_39963	0.00	0.25	0.13	0.29
symb3master_39964	6.96	6.08	6.88	5.16
symb3master_39965	1.46	1.29	1.44	1.54
symb3master_39966	2.43	2.12	2.72	2.28
symb3master_39967	0.94	0.63	0.61	0.47
symb3master_39968	2.84	3.36	4.08	3.17
symb3master_39969	4.49	2.41	4.12	2.57
symb3master_39970	0.23	0.21	0.18	0.27
symb3master_39971	3.79	3.49	3.36	3.17
symb3master_39972	1.95	1.28	2.02	0.77
symb3master_39973	1.65	2.83	1.40	2.84
symb3master_39974	5.27	5.63	5.34	4.66
symb3master_39975	1.13	0.76	0.72	1.38
symb3master_39976	10.68	9.88	13.10	9.10
symb3master_39977	4.21	2.92	3.28	2.86
symb3master_39978	0.25	0.27	0.28	0.30
symb3master_39979	5.07	4.84	4.30	4.26
symb3master_39980	0.52	0.62	0.67	0.48
symb3master_39981	1.04	0.95	1.34	1.37
symb3master_39982	1.83	1.11	1.81	1.68
symb3master_39983	0.10	0.14	0.40	0.53
symb3master_39984	13.72	10.34	10.27	9.96
symb3master_39985	0.67	0.53	0.33	0.64
symb3master_39986	1.03	1.05	1.01	1.36
symb3master_39987	0.42	0.45	0.12	0.34
symb3master_39988	0.99	0.98	0.48	1.06
symb3master_39989	2.05	2.20	1.72	2.45
symb3master_39990	6.02	9.08	8.69	7.69
symb3master_39991	4.53	3.52	4.48	3.71
symb3master_39992	0.27	0.49	0.08	0.35
symb3master_39993	0.30	0.19	0.09	0.27
symb3master_39994	1.34	1.11	0.92	0.82
symb3master_39995	3.69	2.76	4.33	4.66
symb3master_39996	0.00	0.30	0.06	0.19
symb3master_39997	0.16	0.23	0.11	0.17
symb3master_39998	3.65	2.94	3.38	3.03
symb3master_39999	15.07	17.96	17.37	17.07
symb3master_40000	5.95	6.23	6.37	6.19
symb3master_40001	0.47	0.28	0.25	0.47
symb3master_40002	6.41	5.09	6.52	5.21
symb3master_40003	0.11	0.00	0.00	0.05
symb3master_40004	3.12	2.12	2.15	1.87
symb3master_40005	5.49	6.20	6.79	5.07
symb3master_40006	16.02	11.43	13.99	11.04
symb3master_40007	2.02	2.38	1.54	1.56
symb3master_40008	8.31	4.97	6.93	3.85
