Symbol	h1u0auto	h1u10auto	h1u100auto	h1u500auto
symb3master_17710	3.33	2.48	3.24	2.27
symb3master_17711	9.84	9.43	12.34	8.08
symb3master_17712	16.29	13.90	17.28	11.15
symb3master_17713	39.08	36.06	36.79	37.60
symb3master_17714	1.90	2.46	2.50	2.35
symb3master_17715	4.57	5.57	5.67	6.26
symb3master_17716	11.00	12.06	12.00	13.02
symb3master_17717	6.21	5.56	7.16	5.99
symb3master_17718	6.05	5.48	6.01	4.49
symb3master_17719	4.92	5.46	5.79	6.03
symb3master_17720	9.78	9.64	10.18	10.05
symb3master_17721	17.60	14.81	15.04	13.74
symb3master_17722	0.92	0.76	0.73	0.66
symb3master_17723	14.77	16.31	15.96	14.98
symb3master_17724	6.49	5.38	6.07	5.71
symb3master_17725	6.76	5.73	6.43	5.96
symb3master_17726	4.47	4.21	3.57	3.99
symb3master_17727	11.15	11.46	10.97	10.06
symb3master_17728	1.82	1.46	1.69	1.72
symb3master_17729	15.94	15.31	17.10	14.89
symb3master_17730	13.41	12.09	11.66	10.27
symb3master_17731	10.06	9.43	9.96	11.09
symb3master_17732	2.74	2.90	2.95	2.09
symb3master_17733	2.39	2.65	2.45	2.35
symb3master_17734	5.15	5.19	5.58	5.91
symb3master_17735	0.86	0.82	0.91	1.03
symb3master_17736	10.86	8.86	8.37	7.70
symb3master_17737	62.77	45.11	43.94	32.90
symb3master_17738	10.31	9.50	8.74	8.56
symb3master_17739	13.92	13.52	13.69	13.66
symb3master_17740	6.86	7.23	7.09	6.78
symb3master_17741	4.05	3.93	3.84	3.51
symb3master_17742	3.59	3.34	3.08	2.97
symb3master_17743	5.62	5.77	5.01	4.22
symb3master_17744	9.51	11.00	10.24	11.95
symb3master_17745	10.56	12.68	13.81	13.04
symb3master_17746	2.35	3.07	2.92	2.98
symb3master_17747	2.20	2.70	2.39	2.83
symb3master_17748	5.68	5.69	5.92	6.20
symb3master_17749	20.05	21.62	20.00	18.21
symb3master_17750	4.54	6.06	5.64	5.55
symb3master_17751	5.99	8.00	7.67	8.55
symb3master_17752	7.87	9.11	10.01	8.23
symb3master_17753	2.90	3.77	4.11	3.67
symb3master_17754	3.74	3.91	3.76	3.22
symb3master_17755	2.18	2.13	2.74	2.55
symb3master_17756	7.07	7.40	7.29	6.95
symb3master_17757	2.55	2.47	2.54	2.27
symb3master_17758	20.33	22.39	23.57	23.10
symb3master_17759	1.27	1.82	1.85	1.53
symb3master_17760	4.73	5.30	5.49	5.36
symb3master_17761	15.54	14.42	14.03	13.22
symb3master_17762	14.27	14.47	14.08	13.68
symb3master_17763	6.16	6.24	5.71	5.29
symb3master_17764	7.97	6.52	7.58	6.40
symb3master_17765	10.39	10.19	9.70	9.77
symb3master_17766	14.06	14.21	15.21	15.47
symb3master_17767	13.75	13.02	13.50	14.58
symb3master_17768	1.80	1.67	1.77	2.62
symb3master_17769	9.07	9.45	9.40	10.47
symb3master_17770	4.66	4.61	4.19	4.46
symb3master_17771	0.84	1.11	0.85	0.70
symb3master_17772	7.01	5.90	6.74	6.60
symb3master_17773	21.60	16.13	18.78	16.21
symb3master_17774	9.37	8.84	9.65	8.21
symb3master_17775	6.43	8.09	8.97	6.69
symb3master_17776	2.06	2.24	2.33	2.40
symb3master_17777	1.80	1.52	1.34	1.66
symb3master_17778	3.91	4.90	4.73	4.04
symb3master_17779	9.27	9.67	9.46	9.39
symb3master_17780	9.20	7.37	8.53	7.72
symb3master_17781	5.12	5.65	5.62	6.29
symb3master_17782	16.91	16.90	16.15	13.82
symb3master_17783	8.08	6.01	5.34	6.41
symb3master_17784	8.92	8.98	8.52	7.67
symb3master_17785	7.37	4.42	5.78	4.86
symb3master_17786	5.44	6.17	6.44	6.41
symb3master_17787	20.57	17.85	17.78	15.28
symb3master_17788	21.52	15.27	16.04	15.15
symb3master_17789	11.47	10.82	10.01	9.83
symb3master_17790	9.16	8.95	8.64	8.10
symb3master_17791	3.19	3.16	3.46	3.42
symb3master_17792	3.71	4.46	4.68	4.48
symb3master_17793	4.47	4.34	4.33	3.99
symb3master_17794	3.13	3.57	3.65	2.91
symb3master_17795	10.97	11.89	10.97	10.22
symb3master_17796	17.76	20.27	18.46	19.61
symb3master_17797	5.23	6.09	6.44	6.16
symb3master_17798	27.17	21.83	22.56	19.71
symb3master_17799	2.77	3.14	3.30	3.14
symb3master_17800	13.53	12.80	12.58	12.02
symb3master_17801	3.55	3.03	2.82	3.27
symb3master_17802	11.98	13.93	15.55	13.68
symb3master_17803	14.21	10.99	10.68	8.97
symb3master_17804	29.16	28.20	27.13	32.40
symb3master_17805	21.81	21.93	18.81	21.74
symb3master_17806	11.67	10.67	11.44	11.08
symb3master_17807	11.50	13.21	12.93	13.16
symb3master_17808	5.27	4.07	4.37	4.66
symb3master_17809	10.43	9.04	10.94	7.86
symb3master_17810	4.94	5.90	5.61	5.62
symb3master_17811	4.13	5.31	5.05	5.00
symb3master_17812	6.13	6.85	6.66	7.53
symb3master_17813	9.12	8.42	7.95	9.05
symb3master_17814	16.82	17.28	17.14	18.09
symb3master_17815	8.49	8.64	8.65	7.59
symb3master_17816	13.17	13.45	13.77	12.28
symb3master_17817	15.98	18.74	16.18	16.71
symb3master_17818	2.87	3.22	3.61	3.44
symb3master_17819	3.18	4.05	3.39	3.41
symb3master_17820	1.90	2.28	2.21	2.03
symb3master_17821	28.76	24.90	24.01	22.45
symb3master_17822	7.69	7.60	7.93	8.55
symb3master_17823	6.64	5.24	4.93	4.63
symb3master_17824	14.55	13.94	15.47	14.05
symb3master_17825	1.17	1.35	1.63	1.38
symb3master_17826	11.28	7.70	8.76	8.26
symb3master_17827	3.02	3.47	2.90	2.82
symb3master_17828	13.05	12.49	11.97	11.49
symb3master_17829	6.46	7.21	7.09	6.66
symb3master_17830	8.74	8.07	7.85	8.44
symb3master_17831	22.22	18.61	18.06	20.05
symb3master_17832	9.38	8.87	9.50	7.02
symb3master_17833	1.53	0.98	0.79	1.58
symb3master_17834	30.43	30.23	36.78	34.06
symb3master_17835	14.82	16.00	16.01	17.31
symb3master_17836	2.81	2.74	3.01	2.85
symb3master_17837	2.41	2.27	2.11	1.71
symb3master_17838	5.81	5.62	5.36	5.60
symb3master_17839	13.49	10.26	12.10	9.07
symb3master_17840	6.20	5.98	6.11	5.87
symb3master_17841	7.72	8.45	7.50	6.46
symb3master_17842	14.12	12.16	12.65	11.01
symb3master_17843	4.48	4.36	4.76	3.96
symb3master_17844	15.85	16.58	16.74	15.99
symb3master_17845	11.91	13.12	12.37	12.25
symb3master_17846	7.34	7.24	6.97	6.57
symb3master_17847	8.25	7.38	7.83	7.63
symb3master_17848	5.78	5.13	5.94	5.02
symb3master_17849	5.68	5.62	5.67	6.70
symb3master_17850	6.22	5.85	6.41	5.00
symb3master_17851	12.51	12.70	11.98	10.40
symb3master_17852	4.85	4.75	4.19	4.28
symb3master_17853	0.54	0.37	0.32	0.29
symb3master_17854	17.02	16.61	16.15	17.16
symb3master_17855	11.30	10.68	10.70	12.19
symb3master_17856	9.31	9.45	10.42	11.42
symb3master_17857	10.29	9.34	8.95	7.11
symb3master_17858	6.94	7.46	6.89	5.72
symb3master_17859	3.90	4.51	5.18	4.99
symb3master_17860	1.17	1.03	0.78	1.00
symb3master_17861	12.56	12.89	13.61	12.40
symb3master_17862	1.85	1.90	2.31	1.92
symb3master_17863	23.12	21.19	22.27	22.19
symb3master_17864	2.68	2.68	3.15	3.40
symb3master_17865	9.64	10.43	9.35	9.68
symb3master_17866	13.11	12.95	12.58	12.09
symb3master_17867	2.21	1.92	1.82	1.72
symb3master_17868	13.46	12.39	13.00	12.62
symb3master_17869	15.80	14.31	13.21	13.87
symb3master_17870	6.20	8.35	9.84	7.35
symb3master_17871	6.99	7.55	7.33	7.25
symb3master_17872	4.55	5.13	5.54	6.05
symb3master_17873	5.87	4.92	5.00	5.47
symb3master_17874	8.86	8.92	7.53	7.12
symb3master_17875	4.40	4.23	4.85	4.83
symb3master_17876	9.30	9.72	10.45	9.20
symb3master_17877	0.10	0.18	0.00	0.26
symb3master_17878	1.01	1.06	1.14	1.19
symb3master_17879	1.92	1.67	1.88	1.35
symb3master_17880	6.07	6.37	7.67	7.54
symb3master_17881	4.32	4.91	4.57	4.72
symb3master_17882	22.21	23.69	21.29	22.46
symb3master_17883	8.06	8.07	8.33	8.76
symb3master_17884	1.38	2.21	1.93	1.85
symb3master_17885	27.99	24.38	24.23	21.57
symb3master_17886	22.79	27.72	26.17	27.03
symb3master_17887	2.39	2.35	2.44	2.33
symb3master_17888	8.76	8.75	7.76	9.15
symb3master_17889	8.46	8.61	8.63	8.69
symb3master_17890	4.95	5.29	5.33	4.46
symb3master_17891	18.76	18.54	19.87	16.33
symb3master_17892	10.13	10.50	11.67	12.81
symb3master_17893	10.38	8.45	10.71	9.17
symb3master_17894	9.37	7.00	7.60	6.21
symb3master_17895	8.72	8.88	7.50	7.20
symb3master_17896	1.12	1.27	1.45	1.38
symb3master_17897	10.02	7.46	9.42	6.87
symb3master_17898	17.52	15.96	15.78	15.65
symb3master_17899	10.43	8.60	10.50	7.68
symb3master_17900	5.13	5.19	5.69	5.84
symb3master_17901	14.01	13.24	14.84	13.84
symb3master_17902	3.91	4.63	5.51	5.21
symb3master_17903	3.81	3.99	4.50	4.17
symb3master_17904	8.08	7.98	8.08	8.02
symb3master_17905	12.64	11.23	9.82	10.31
symb3master_17906	3.24	2.88	2.81	2.64
symb3master_17907	2.54	3.17	3.33	2.71
symb3master_17908	4.57	5.37	5.28	5.59
symb3master_17909	15.45	17.73	18.97	16.56
symb3master_17910	66.04	70.14	71.19	69.32
symb3master_17911	6.95	6.12	6.24	7.00
symb3master_17912	4.73	5.56	4.77	5.08
symb3master_17913	21.50	19.76	20.68	20.89
symb3master_17914	23.91	21.56	22.16	21.43
symb3master_17915	8.06	7.83	8.22	9.02
symb3master_17916	8.18	9.89	9.91	8.72
symb3master_17917	11.73	12.22	11.80	12.11
symb3master_17918	1.59	1.81	1.64	1.57
symb3master_17919	4.63	5.06	4.20	3.71
symb3master_17920	0.50	0.31	0.30	0.28
symb3master_17921	4.94	4.64	3.97	3.51
symb3master_17922	3.83	3.95	4.13	4.03
symb3master_17923	13.55	13.47	13.15	13.37
symb3master_17924	14.27	14.31	15.35	13.27
symb3master_17925	6.55	8.07	7.36	6.88
symb3master_17926	0.67	0.52	0.38	0.79
symb3master_17927	6.52	6.52	7.44	7.28
symb3master_17928	2.97	2.11	2.98	2.34
symb3master_17929	4.84	4.75	4.27	4.88
symb3master_17930	4.26	4.53	4.87	4.58
symb3master_17931	6.36	5.12	5.91	5.60
symb3master_17932	7.61	6.84	7.46	7.06
symb3master_17933	5.03	5.52	5.73	5.47
symb3master_17934	26.05	20.49	21.96	19.62
symb3master_17935	15.38	12.11	13.57	11.47
symb3master_17936	10.19	9.83	10.04	9.23
symb3master_17937	18.35	15.11	15.84	14.80
symb3master_17938	2.35	2.11	2.47	2.70
symb3master_17939	25.30	20.22	21.33	22.81
symb3master_17940	0.58	0.60	1.13	0.87
symb3master_17941	12.49	14.39	13.73	13.36
symb3master_17942	1.77	1.54	1.66	0.96
symb3master_17943	2.90	3.50	3.53	4.20
symb3master_17944	5.00	5.83	5.76	5.65
symb3master_17945	8.41	9.01	9.38	9.01
symb3master_17946	8.34	8.21	7.12	7.56
symb3master_17947	0.95	1.93	1.28	1.01
symb3master_17948	6.64	7.77	7.39	7.29
symb3master_17949	2.56	3.18	2.59	3.00
symb3master_17950	5.00	4.11	4.99	4.33
symb3master_17951	5.05	4.71	4.40	4.39
symb3master_17952	36.04	38.76	36.27	34.93
symb3master_17953	63.90	63.11	64.28	62.79
symb3master_17954	7.84	7.86	8.96	8.20
symb3master_17955	18.60	21.98	22.30	21.66
symb3master_17956	3.74	4.28	3.72	3.01
symb3master_17957	4.08	4.80	4.98	4.54
symb3master_17958	11.80	10.35	10.12	9.95
symb3master_17959	13.51	13.19	13.01	12.68
symb3master_17960	5.45	3.72	5.60	4.16
symb3master_17961	16.49	14.38	14.04	11.37
symb3master_17962	4.68	5.41	5.34	5.02
symb3master_17963	17.80	17.00	16.15	13.41
symb3master_17964	0.93	1.09	0.98	0.99
symb3master_17965	5.71	6.58	6.19	6.81
symb3master_17966	12.12	12.17	11.71	11.10
symb3master_17967	3.54	3.70	3.86	3.89
symb3master_17968	14.09	15.91	15.56	15.71
symb3master_17969	4.73	5.23	5.77	5.52
symb3master_17970	1.84	1.90	2.12	1.84
symb3master_17971	6.36	6.45	6.45	6.78
symb3master_17972	1.53	1.50	1.55	1.44
symb3master_17973	11.93	13.96	13.73	12.69
symb3master_17974	1.63	2.05	1.51	2.23
symb3master_17975	3.25	2.89	2.73	3.69
symb3master_17976	5.35	4.92	5.40	4.81
symb3master_17977	3.09	3.80	4.12	3.23
symb3master_17978	3.01	3.30	3.40	2.91
symb3master_17979	26.31	25.08	23.73	21.69
symb3master_17980	4.92	4.16	4.84	4.21
symb3master_17981	4.10	4.67	5.16	4.82
symb3master_17982	3.99	4.04	3.95	4.34
symb3master_17983	4.66	3.47	2.85	4.82
symb3master_17984	1.68	1.84	1.83	1.31
symb3master_17985	7.78	7.51	8.28	6.99
symb3master_17986	7.73	7.05	7.28	7.80
symb3master_17987	13.61	14.54	11.83	11.88
symb3master_17988	6.70	7.04	6.93	6.43
symb3master_17989	2.08	2.63	2.17	2.65
symb3master_17990	9.36	9.56	10.56	11.67
symb3master_17991	5.19	7.21	5.82	5.53
symb3master_17992	10.10	11.20	11.16	10.67
symb3master_17993	2.70	2.63	3.49	2.59
symb3master_17994	4.86	5.06	5.56	5.41
symb3master_17995	19.28	19.00	16.96	16.20
symb3master_17996	9.67	9.06	9.21	9.62
symb3master_17997	3.53	3.53	3.89	3.23
symb3master_17998	10.63	10.31	12.56	11.59
symb3master_17999	4.67	5.31	5.21	5.46
symb3master_18000	1.23	1.36	1.53	1.26
symb3master_18001	3.37	3.79	3.68	3.39
symb3master_18002	2.11	2.25	2.49	1.98
symb3master_18003	6.53	6.19	6.22	6.11
symb3master_18004	6.32	7.20	6.74	7.45
symb3master_18005	2.43	1.63	1.21	1.89
symb3master_18006	16.38	17.50	18.18	18.49
symb3master_18007	6.12	5.85	6.87	8.18
symb3master_18008	4.31	4.88	5.02	4.58
symb3master_18009	5.09	4.85	4.92	4.59
symb3master_18010	3.15	3.62	3.60	3.31
symb3master_18011	6.39	6.37	6.96	7.05
symb3master_18012	37.27	31.03	29.59	25.97
symb3master_18013	3.38	3.61	3.54	2.92
symb3master_18014	9.76	8.10	10.78	8.50
symb3master_18015	3.98	4.03	4.34	3.98
symb3master_18016	14.88	13.22	14.89	15.50
symb3master_18017	40.52	45.49	46.23	40.06
symb3master_18018	3.82	4.15	4.13	4.29
symb3master_18019	1.61	1.99	1.96	1.95
symb3master_18020	6.36	6.00	5.80	5.38
symb3master_18021	0.79	0.56	0.79	0.93
symb3master_18022	4.32	3.63	3.77	3.64
symb3master_18023	14.59	13.05	14.42	13.19
symb3master_18024	6.34	7.02	6.70	6.72
symb3master_18025	1.81	1.98	1.56	1.50
symb3master_18026	3.58	3.80	4.16	3.47
symb3master_18027	2.25	2.77	2.95	2.75
symb3master_18028	19.13	16.79	17.00	14.82
symb3master_18029	9.04	8.10	8.23	7.37
symb3master_18030	1.39	1.51	1.61	1.42
symb3master_18031	0.40	0.64	0.69	0.61
symb3master_18032	0.94	1.46	1.52	1.41
symb3master_18033	11.38	11.34	12.23	12.91
symb3master_18034	2.54	2.47	2.82	3.18
symb3master_18035	5.83	6.89	6.90	6.61
symb3master_18036	6.86	6.71	6.62	6.19
symb3master_18037	2.89	3.28	3.23	3.77
symb3master_18038	16.43	15.83	15.76	14.52
symb3master_18039	15.11	13.35	14.63	12.34
symb3master_18040	0.94	1.11	0.90	0.97
symb3master_18041	3.02	3.90	3.37	3.34
symb3master_18042	7.40	7.07	8.04	7.72
symb3master_18043	6.35	8.36	10.36	7.43
symb3master_18044	6.92	6.36	5.99	6.64
symb3master_18045	19.08	18.14	17.49	17.18
symb3master_18046	4.64	4.88	5.81	5.08
symb3master_18047	12.55	14.14	14.26	13.31
symb3master_18048	20.94	21.28	19.55	19.15
symb3master_18049	3.13	3.61	3.69	3.61
symb3master_18050	7.27	8.02	9.02	8.44
symb3master_18051	2.57	2.91	3.46	2.60
symb3master_18052	6.23	6.06	5.10	4.83
symb3master_18053	4.17	4.21	4.75	4.56
symb3master_18054	4.41	3.94	4.59	4.53
symb3master_18055	6.74	6.51	5.77	5.16
symb3master_18056	3.28	3.55	3.80	3.94
symb3master_18057	1.66	1.79	2.17	2.22
symb3master_18058	21.03	18.81	18.52	16.11
symb3master_18059	17.60	17.05	17.56	14.67
symb3master_18060	6.05	5.90	4.83	4.38
symb3master_18061	4.95	5.44	5.69	5.79
symb3master_18062	17.97	18.20	18.88	17.25
symb3master_18063	4.38	4.14	3.89	3.64
symb3master_18064	2.62	2.44	3.68	3.56
symb3master_18065	24.61	23.93	24.51	25.12
symb3master_18066	3.10	3.15	3.10	3.17
symb3master_18067	3.91	3.85	4.44	4.29
symb3master_18068	32.65	32.25	33.09	32.42
symb3master_18069	1.85	2.01	1.98	1.94
symb3master_18070	21.06	18.55	18.96	16.39
symb3master_18071	0.87	0.83	0.98	1.19
symb3master_18072	15.07	14.54	12.72	11.52
symb3master_18073	14.83	15.46	15.82	13.88
symb3master_18074	5.12	5.71	5.67	4.72
symb3master_18075	9.07	9.79	8.74	9.06
symb3master_18076	17.56	19.50	20.15	19.32
symb3master_18077	50.24	40.78	37.31	32.79
symb3master_18078	2.21	2.40	2.28	1.99
symb3master_18079	7.59	7.61	8.77	8.35
symb3master_18080	6.39	7.27	7.13	7.22
symb3master_18081	9.49	10.00	10.52	9.51
symb3master_18082	3.86	3.91	4.99	4.52
symb3master_18083	12.14	12.66	12.84	12.82
symb3master_18084	6.16	6.37	6.30	6.56
symb3master_18085	10.85	9.95	9.84	8.99
symb3master_18086	3.22	3.00	3.31	3.34
symb3master_18087	2.63	3.29	2.59	2.77
symb3master_18088	1.28	1.75	1.44	1.61
symb3master_18089	18.05	18.76	18.55	18.99
symb3master_18090	10.95	10.46	9.83	9.91
symb3master_18091	1.16	1.12	1.38	0.93
symb3master_18092	12.15	12.64	9.35	10.46
symb3master_18093	6.52	5.89	6.83	5.41
symb3master_18094	9.79	9.33	9.64	11.14
symb3master_18095	13.93	13.24	13.62	12.10
symb3master_18096	4.51	4.67	4.16	3.99
symb3master_18097	3.27	2.99	3.78	2.77
symb3master_18098	10.06	10.90	11.41	11.48
symb3master_18099	16.99	16.61	17.95	17.62
symb3master_18100	9.06	8.67	8.30	8.38
symb3master_18101	15.51	16.77	16.35	15.18
symb3master_18102	1.49	2.00	1.59	1.76
symb3master_18103	4.14	3.73	4.48	3.21
symb3master_18104	0.76	0.51	0.64	0.41
symb3master_18105	2.76	3.77	3.49	3.20
symb3master_18106	12.39	11.33	15.15	13.00
symb3master_18107	11.29	10.86	10.40	9.97
symb3master_18108	10.30	10.29	10.14	10.68
symb3master_18109	38.81	34.51	35.54	32.63
symb3master_18110	32.26	24.84	25.94	26.78
symb3master_18111	5.76	4.91	4.79	4.27
symb3master_18112	7.06	7.87	6.52	5.75
symb3master_18113	1.65	1.84	2.09	2.20
symb3master_18114	8.02	7.31	7.73	8.66
symb3master_18115	7.24	7.67	7.88	6.45
symb3master_18116	1.93	2.25	2.34	2.05
symb3master_18117	6.84	7.47	7.41	7.38
symb3master_18118	1.07	0.86	0.85	0.94
symb3master_18119	2.30	2.66	2.80	2.29
symb3master_18120	4.24	4.43	4.84	4.21
symb3master_18121	3.45	4.37	4.42	4.48
symb3master_18122	4.50	5.43	4.94	4.71
symb3master_18123	8.61	8.16	8.00	6.88
symb3master_18124	9.91	8.43	8.99	8.61
symb3master_18125	4.05	5.20	5.02	4.99
symb3master_18126	3.35	3.28	2.89	2.82
symb3master_18127	5.92	5.94	7.53	6.21
symb3master_18128	4.24	4.34	3.90	4.03
symb3master_18129	9.42	8.57	8.81	8.00
symb3master_18130	7.43	7.85	8.60	7.91
symb3master_18131	0.33	0.15	0.14	0.22
symb3master_18132	7.80	9.69	9.31	9.45
symb3master_18133	18.49	20.06	21.60	21.66
symb3master_18134	2.89	3.14	3.48	2.98
symb3master_18135	14.04	14.24	14.79	14.27
symb3master_18136	15.59	13.48	11.32	12.71
symb3master_18137	5.07	4.74	4.82	5.91
symb3master_18138	6.22	7.50	6.57	6.56
symb3master_18139	2.01	2.10	2.31	2.29
symb3master_18140	14.95	13.83	13.74	11.21
symb3master_18141	5.97	6.53	7.60	6.57
symb3master_18142	1.88	1.80	2.15	2.53
symb3master_18143	6.37	4.35	5.18	4.50
symb3master_18144	13.19	14.85	15.55	13.64
symb3master_18145	36.22	37.31	38.04	37.51
symb3master_18146	4.33	3.76	4.66	4.20
symb3master_18147	25.28	22.63	22.72	21.51
symb3master_18148	6.53	8.04	8.18	7.88
symb3master_18149	18.45	18.03	15.62	14.22
symb3master_18150	12.62	13.81	13.73	12.49
symb3master_18151	2.61	2.33	2.64	2.00
symb3master_18152	3.94	4.52	4.05	4.32
symb3master_18153	10.00	10.02	9.58	8.11
symb3master_18154	0.72	1.14	0.44	1.34
symb3master_18155	2.91	2.85	2.45	2.31
symb3master_18156	7.27	7.76	7.55	6.76
symb3master_18157	15.47	15.37	14.48	11.71
symb3master_18158	8.70	9.34	10.10	11.65
symb3master_18159	1.44	1.55	1.29	1.31
symb3master_18160	8.88	7.43	9.01	8.11
symb3master_18161	9.40	9.83	9.40	8.79
symb3master_18162	8.84	8.27	7.86	7.69
symb3master_18163	7.27	7.28	7.95	7.54
symb3master_18164	26.89	27.74	27.64	24.20
symb3master_18165	1.16	0.93	0.81	0.96
symb3master_18166	11.20	9.96	12.88	9.65
symb3master_18167	19.58	21.66	21.28	23.15
symb3master_18168	7.33	6.31	5.21	5.15
symb3master_18169	6.91	7.58	7.32	6.21
symb3master_18170	1.86	2.18	2.27	2.47
symb3master_18171	13.37	11.97	11.81	12.19
symb3master_18172	5.94	6.16	6.93	7.52
symb3master_18173	2.57	2.42	2.67	1.86
symb3master_18174	0.60	0.55	0.41	0.55
symb3master_18175	3.87	4.21	4.42	3.95
symb3master_18176	10.64	10.83	9.16	9.78
symb3master_18177	12.88	12.92	10.89	11.36
symb3master_18178	5.91	5.96	6.06	5.89
symb3master_18179	3.56	3.01	3.46	3.37
symb3master_18180	4.37	4.44	4.43	5.08
symb3master_18181	14.44	18.26	19.54	15.35
symb3master_18182	3.24	2.79	3.33	2.70
symb3master_18183	18.15	19.43	18.71	18.90
symb3master_18184	1.24	1.43	1.57	1.44
symb3master_18185	12.39	13.08	12.34	13.22
symb3master_18186	4.55	4.81	5.07	5.57
symb3master_18187	20.00	21.63	21.96	20.42
symb3master_18188	1.32	1.39	1.58	1.29
symb3master_18189	7.65	7.72	8.04	8.38
symb3master_18190	2.66	2.84	3.01	2.76
symb3master_18191	6.47	6.49	6.97	6.83
symb3master_18192	1.34	1.38	1.29	1.33
symb3master_18193	15.83	16.11	17.11	16.46
symb3master_18194	4.00	4.28	5.23	4.19
symb3master_18195	13.11	9.96	12.22	9.51
symb3master_18196	15.11	16.81	17.90	17.99
symb3master_18197	21.38	19.18	21.55	18.29
symb3master_18198	7.40	9.63	8.57	9.18
symb3master_18199	1.28	0.82	0.89	0.78
symb3master_18200	41.47	40.64	38.68	36.15
symb3master_18201	3.38	3.80	4.03	3.51
symb3master_18202	6.10	6.15	6.41	7.26
symb3master_18203	4.60	4.04	3.93	3.59
symb3master_18204	4.45	4.83	5.69	4.79
symb3master_18205	7.03	6.17	6.51	6.42
symb3master_18206	12.23	12.54	12.35	12.45
symb3master_18207	6.77	7.08	4.86	4.62
symb3master_18208	4.74	5.24	5.47	5.46
symb3master_18209	1.66	1.79	2.45	1.45
symb3master_18210	15.75	10.40	12.04	9.34
symb3master_18211	14.07	13.61	13.04	13.58
symb3master_18212	16.58	16.56	17.88	18.99
symb3master_18213	34.19	26.56	25.86	22.89
symb3master_18214	27.76	25.92	24.86	21.38
symb3master_18215	7.46	8.21	8.49	8.22
symb3master_18216	1.33	1.42	1.38	1.33
symb3master_18217	5.84	6.52	6.23	6.40
symb3master_18218	2.65	2.79	3.07	2.88
symb3master_18219	3.16	3.26	3.54	3.34
symb3master_18220	7.47	6.49	6.97	6.32
symb3master_18221	5.77	5.53	5.25	4.27
symb3master_18222	28.11	27.75	28.20	26.69
symb3master_18223	1.57	1.68	1.06	1.14
symb3master_18224	5.55	5.56	5.91	6.21
symb3master_18225	9.54	9.95	10.07	9.52
symb3master_18226	8.81	9.24	9.71	9.33
symb3master_18227	4.27	3.05	3.27	2.90
symb3master_18228	8.85	8.03	9.37	6.57
symb3master_18229	4.61	4.87	5.35	4.66
symb3master_18230	4.91	5.18	4.94	4.75
symb3master_18231	7.64	7.99	7.06	8.38
symb3master_18232	2.36	2.10	2.63	2.78
symb3master_18233	6.19	7.30	6.66	5.99
symb3master_18234	3.43	3.28	3.45	3.88
symb3master_18235	3.57	3.98	5.22	4.91
symb3master_18236	3.70	3.21	3.55	3.14
symb3master_18237	6.98	7.00	6.70	7.28
symb3master_18238	7.18	5.02	4.81	5.27
symb3master_18239	5.89	5.78	6.04	5.24
symb3master_18240	3.17	3.75	4.21	3.92
symb3master_18241	11.06	11.23	10.50	11.95
symb3master_18242	1.64	1.87	2.14	1.97
symb3master_18243	5.12	4.58	5.69	5.28
symb3master_18244	10.51	7.11	7.80	7.24
symb3master_18245	1.81	2.24	1.77	1.36
symb3master_18246	7.30	6.19	6.34	6.28
symb3master_18247	2.69	3.26	3.26	3.64
symb3master_18248	0.49	0.53	0.50	0.65
symb3master_18249	6.48	6.99	8.13	7.98
symb3master_18250	2.76	2.97	3.22	3.14
symb3master_18251	5.91	5.29	5.16	5.51
symb3master_18252	2.79	3.07	2.57	3.47
symb3master_18253	10.09	9.94	9.83	9.41
symb3master_18254	12.48	11.44	12.39	12.69
symb3master_18255	6.22	5.21	5.09	4.18
symb3master_18256	5.83	6.41	6.74	6.08
symb3master_18257	8.20	7.33	8.81	6.21
symb3master_18258	6.74	5.51	6.27	6.16
symb3master_18259	1.03	1.27	1.44	1.34
symb3master_18260	8.99	8.15	7.89	8.54
symb3master_18261	46.88	40.45	38.06	36.56
symb3master_18262	1.16	1.20	1.17	1.20
symb3master_18263	1.30	1.33	1.65	1.88
symb3master_18264	17.96	17.53	15.49	15.22
symb3master_18265	4.53	4.18	4.29	4.69
symb3master_18266	3.22	2.63	2.92	2.88
symb3master_18267	7.47	6.57	5.94	5.78
symb3master_18268	11.37	11.25	12.04	11.94
symb3master_18269	14.09	14.07	13.21	16.46
symb3master_18270	17.54	16.26	17.30	17.66
symb3master_18271	15.44	15.56	15.42	16.66
symb3master_18272	5.59	4.94	5.89	5.63
symb3master_18273	1.52	1.87	1.60	1.37
symb3master_18274	3.13	2.58	2.78	2.39
symb3master_18275	17.33	15.36	14.35	13.79
symb3master_18276	6.05	5.95	6.31	6.81
symb3master_18277	13.23	13.20	13.14	14.27
symb3master_18278	5.13	5.75	6.11	6.44
symb3master_18279	3.58	3.95	4.22	4.58
symb3master_18280	7.21	6.65	6.97	6.66
symb3master_18281	4.12	4.21	4.98	4.81
symb3master_18282	5.87	4.61	6.05	4.89
symb3master_18283	7.76	6.94	6.60	6.08
symb3master_18284	7.63	9.66	9.26	8.02
symb3master_18285	2.72	3.19	3.25	3.37
symb3master_18286	6.51	6.67	7.77	7.85
symb3master_18287	2.76	2.70	2.57	2.75
symb3master_18288	0.57	0.43	0.43	0.83
symb3master_18289	1.67	1.51	1.41	1.80
symb3master_18290	5.45	5.78	5.29	4.77
